posicion_focal,n_kept_comp,n_kept_rival1,n_kept_rival2,prob_grande,prob_chica,prob_pares,prob_juego,n_manos
3,3,1,1,0.004045454545454546,0.9140939393939395,0.6009686868686869,0.5357111111111111,330
3,3,1,2,0.0041444444444444445,0.9138474747474747,0.6010333333333333,0.5359646464646465,330
3,3,1,3,0.00414949494949495,0.9144535353535355,0.6004757575757577,0.5350222222222222,330
3,3,1,4,0.004112121212121212,0.9140797979797981,0.601379797979798,0.5357131313131314,330
3,3,2,1,0.00403939393939394,0.9144111111111112,0.6012323232323232,0.5348666666666667,330
3,3,2,2,0.004125252525252525,0.9140171717171718,0.6007353535353536,0.5349222222222223,330
3,3,2,3,0.004134343434343435,0.9138858585858586,0.6008383838383838,0.5352,330
3,3,2,4,0.004113131313131313,0.9140151515151516,0.6006454545454545,0.5346030303030304,330
3,3,3,1,0.004091919191919192,0.9142383838383839,0.6022090909090909,0.5346676767676768,330
3,3,3,2,0.004127272727272728,0.9141454545454546,0.6008828282828284,0.5349333333333333,330
3,3,3,3,0.004116161616161616,0.9140383838383839,0.6003848484848485,0.5358747474747474,330
3,3,3,4,0.004093939393939394,0.9140979797979798,0.6012,0.5349474747474747,330
3,3,4,1,0.004101010101010102,0.9144121212121211,0.6013161616161616,0.535270707070707,330
3,3,4,2,0.004077777777777777,0.914251515151515,0.6014515151515151,0.5346414141414142,330
3,3,4,3,0.004111111111111111,0.9139545454545455,0.6010828282828283,0.5356848484848485,330
3,3,4,4,0.004116161616161617,0.9141393939393939,0.6009131313131313,0.5348535353535353,330
3,4,1,1,0.0041090909090909095,0.9142717171717173,0.6011919191919193,0.5354373737373738,330
3,4,1,2,0.004034343434343434,0.9144050505050505,0.6011232323232323,0.5353858585858586,330
3,4,1,3,0.004063636363636364,0.9141656565656565,0.6011242424242424,0.5352272727272728,330
3,4,1,4,0.004117171717171717,0.9140919191919191,0.6012737373737373,0.5339,330
3,4,2,1,0.004091919191919192,0.9139222222222222,0.6009757575757576,0.5346646464646465,330
3,4,2,2,0.004074747474747475,0.914209090909091,0.6013636363636363,0.5354222222222222,330
3,4,2,3,0.004119191919191919,0.9140111111111111,0.6019161616161616,0.5354626262626262,330
3,4,2,4,0.00401919191919192,0.9139868686868686,0.6009888888888889,0.5346565656565656,330
3,4,3,1,0.004128282828282828,0.9141252525252526,0.6009525252525253,0.5352787878787879,330
3,4,3,2,0.004097979797979798,0.9138626262626262,0.6012040404040404,0.5356484848484849,330
3,4,3,3,0.004065656565656565,0.914040404040404,0.601020202020202,0.5351353535353535,330
3,4,3,4,0.004098989898989899,0.9144818181818182,0.6008626262626263,0.5349262626262626,330
3,4,4,1,0.004123232323232323,0.9141484848484848,0.6012444444444445,0.5359202020202021,330
3,4,4,2,0.004107070707070707,0.9142494949494949,0.6010787878787879,0.5352444444444444,330
3,4,4,3,0.004081818181818182,0.9143666666666667,0.6004808080808081,0.5346424242424243,330
3,4,4,4,0.004093939393939394,0.9137727272727273,0.6007080808080808,0.5352979797979798,330
4,1,1,1,0.004089898989898991,0.9140686868686869,0.5806838383838384,0.5056191919191919,330
4,1,1,2,0.004047474747474748,0.9138767676767677,0.5822151515151515,0.5056454545454545,330
4,1,1,3,0.004141414141414141,0.913620202020202,0.5811151515151515,0.5053797979797979,330
4,1,1,4,0.004143434343434343,0.9138656565656565,0.5823181818181818,0.5044424242424242,330
4,1,2,1,0.0040848484848484854,0.9139616161616161,0.5812797979797979,0.5049252525252526,330
4,1,2,2,0.00413939393939394,0.91409898989899,0.5822858585858586,0.5059090909090909,330
4,1,2,3,0.004136363636363636,0.914080808080808,0.5812747474747474,0.5054707070707071,330
4,1,2,4,0.004101010101010101,0.9138808080808081,0.5820818181818181,0.5055313131313132,330
4,1,3,1,0.004035353535353536,0.9141171717171717,0.5814585858585859,0.5054343434343433,330
4,1,3,2,0.004068686868686869,0.9141131313131313,0.5822040404040404,0.5049393939393939,330
4,1,3,3,0.004140404040404041,0.914,0.5820545454545455,0.5057969696969697,330
4,1,3,4,0.0041464646464646465,0.9140484848484849,0.5817686868686869,0.5055797979797979,330
4,1,4,1,0.0041,0.9142737373737373,0.581609090909091,0.5048313131313131,330
4,1,4,2,0.004114141414141414,0.9142929292929292,0.5820979797979798,0.5053090909090909,330
4,1,4,3,0.004050505050505051,0.9138030303030303,0.5815111111111111,0.5050666666666667,330
4,1,4,4,0.00415050505050505,0.9142383838383839,0.5810626262626263,0.5049303030303031,330
