mano,mano_str,prob_grande,prob_chica,tiene_pares,tiene_juego,tipo_pares,valor_juego,valor_punto,W_pares,W_juego,W_punto,EV_pos1,EV_pos2,EV_pos3,EV_pos4,diff_pos1_pos4,diff_pos1_pos2
"[1, 1, 1, 1]","[1,1,1,1]",0.0,1.0,True,False,duples,0,4,3,0.0,1.0,5.301565712530714,5.301565712530714,5.301565712530714,5.301565712530714,0.0,0.0
"[1, 1, 4, 4]","[1,1,4,4]",0.0,0.9767,True,False,duples,0,10,3,0.0,1.0,5.287566604068208,5.287566604068208,5.287566604068208,5.287566604068208,0.0,0.0
"[1, 1, 7, 7]","[1,1,7,7]",0.005,0.8439,True,False,duples,0,16,3,0.0,1.0,5.281768426312048,5.281768426312048,5.281768426312048,5.281768426312048,0.0,0.0
"[1, 11, 11, 12]","[1,11,11,12]",0.684,0.1508,True,True,pares,31,31,1,3.0,1.0,5.281767656054861,5.106698765250048,5.106698765250048,4.931629874445235,0.35013778160962605,0.17506889080481347
"[1, 1, 5, 5]","[1,1,5,5]",0.0,0.9245,True,False,duples,0,12,3,0.0,1.0,5.268536837618945,5.268536837618945,5.268536837618945,5.268536837618945,0.0,0.0
"[1, 1, 6, 6]","[1,1,6,6]",0.0003,0.8782,True,False,duples,0,14,3,0.0,1.0,5.261609199919516,5.261609199919516,5.261609199919516,5.261609199919516,0.0,0.0
"[11, 11, 11, 12]","[11,11,11,12]",0.6956,0.0,True,True,medias,40,40,2,2.714,1.0,5.137348301947053,5.054990851731512,5.054990851731512,4.972633401515971,0.1647149004310826,0.0823574502155413
"[1, 10, 10, 12]","[1,10,10,12]",0.4419,0.1678,True,True,pares,31,31,1,3.0,1.0,5.001879991950965,4.827603604051276,4.827603604051276,4.653327216151587,0.3485527757993774,0.17427638789968825
"[5, 7, 12, 12]","[5,7,12,12]",0.867,0.0094,True,True,pares,32,32,1,2.857,1.0,4.94028697259172,4.842334995707137,4.842334995707137,4.744383018822556,0.19590395376916359,0.09795197688458224
"[1, 10, 11, 12]","[1,10,11,12]",0.6522,0.1568,False,True,sin_pares,31,31,0,3.0,1.0,4.875436348881818,4.731331494512887,4.731331494512887,4.587226640143953,0.288209708737865,0.1441048543689316
"[10, 10, 10, 12]","[10,10,10,12]",0.441,0.0,True,True,medias,40,40,2,2.714,1.0,4.845190289368208,4.762445148655234,4.762445148655234,4.679700007942261,0.16549028142594757,0.08274514071297379
"[4, 4, 11, 11]","[4,4,11,11]",0.1002,0.1007,True,False,duples,0,28,3,0.0,1.0,4.8087959402017635,4.8087959402017635,4.8087959402017635,4.8087959402017635,0.0,0.0
"[5, 5, 11, 11]","[5,5,11,11]",0.1013,0.0226,True,False,duples,0,30,3,0.0,1.0,4.75922561981962,4.75922561981962,4.75922561981962,4.75922561981962,0.0,0.0
"[1, 10, 11, 11]","[1,10,11,11]",0.1003,0.1646,True,True,pares,31,31,1,3.0,1.0,4.731605169225377,4.5543544363843536,4.5543544363843536,4.3771037035433285,0.35450146568204843,0.17725073284102333
"[4, 7, 11, 12]","[4,7,11,12]",0.6012,0.0462,False,True,sin_pares,31,31,0,3.0,1.0,4.7219064195045455,4.569203506883186,4.569203506883186,4.4165005942618265,0.305405825242719,0.1527029126213595
"[4, 4, 10, 10]","[4,4,10,10]",0.0253,0.1006,True,False,duples,0,28,3,0.0,1.0,4.685310297678694,4.685310297678694,4.685310297678694,4.685310297678694,0.0,0.0
"[5, 6, 11, 12]","[5,6,11,12]",0.5735,0.0157,False,True,sin_pares,31,31,0,3.0,1.0,4.666615946697727,4.513214004950154,4.513214004950154,4.359812063202581,0.30680388349514587,0.15340194174757293
"[1, 10, 10, 11]","[1,10,10,11]",0.0938,0.1715,True,True,pares,31,31,1,3.0,1.0,4.666066547756801,4.490127918975453,4.490127918975453,4.314189290194106,0.3518772575626947,0.17593862878134736
"[5, 5, 10, 10]","[5,5,10,10]",0.0249,0.0239,True,False,duples,0,30,3,0.0,1.0,4.630959166005712,4.630959166005712,4.630959166005712,4.630959166005712,0.0,0.0
"[4, 7, 11, 11]","[4,7,11,11]",0.1003,0.0472,True,True,pares,31,31,1,3.0,1.0,4.612420500331151,4.425231955892121,4.425231955892121,4.238043411453091,0.37437708887805954,0.18718854443902977
"[5, 6, 11, 11]","[5,6,11,11]",0.0998,0.0169,True,True,pares,31,31,1,3.0,1.0,4.586296854633828,4.40046979761842,4.40046979761842,4.214642740603014,0.3716541140308136,0.18582705701540725
"[4, 4, 7, 7]","[4,4,7,7]",0.0046,0.0987,True,False,duples,0,22,3,0.0,1.0,4.581902686976598,4.581902686976598,4.581902686976598,4.581902686976598,0.0,0.0
"[10, 11, 11, 11]","[10,11,11,11]",0.1026,0.0,True,True,medias,40,40,2,2.714,1.0,4.557822252081072,4.474225194338447,4.474225194338447,4.390628136595823,0.1671941154852492,0.08359705774262505
"[4, 7, 10, 12]","[4,7,10,12]",0.4145,0.0466,False,True,sin_pares,31,31,0,3.0,1.0,4.544952503718181,4.390257358087114,4.390257358087114,4.2355622124560455,0.3093902912621358,0.15469514563106745
"[7, 7, 7, 7]","[7,7,7,7]",0.0047,0.0006,True,False,duples,0,28,3,0.0,1.0,4.5407863478606885,4.5407863478606885,4.5407863478606885,4.5407863478606885,0.0,0.0
"[4, 4, 6, 6]","[4,4,6,6]",0.0004,0.1055,True,False,duples,0,20,3,0.0,1.0,4.535796137798218,4.535796137798218,4.535796137798218,4.535796137798218,0.0,0.0
"[5, 5, 7, 7]","[5,5,7,7]",0.0045,0.0233,True,False,duples,0,24,3,0.0,1.0,4.529347976591233,4.529347976591233,4.529347976591233,4.529347976591233,0.0,0.0
"[6, 6, 7, 7]","[6,6,7,7]",0.003,0.0038,True,False,duples,0,26,3,0.0,1.0,4.521579344196051,4.521579344196051,4.521579344196051,4.521579344196051,0.0,0.0
"[4, 4, 5, 5]","[4,4,5,5]",0.0,0.1045,True,False,duples,0,18,3,0.0,1.0,4.500617582267945,4.500617582267945,4.500617582267945,4.500617582267945,0.0,0.0
"[10, 10, 10, 11]","[10,10,10,11]",0.0947,0.0,True,True,medias,40,40,2,2.714,1.0,4.500549052641713,4.416624888695242,4.416624888695242,4.332700724748771,0.16784832789294146,0.08392416394647029
"[5, 6, 10, 12]","[5,6,10,12]",0.3929,0.0166,False,True,sin_pares,31,31,0,3.0,1.0,4.495931100672727,4.341480615235834,4.341480615235834,4.1870301297989405,0.3089009708737862,0.1544504854368931
"[4, 7, 10, 10]","[4,7,10,10]",0.0265,0.049,True,True,pares,31,31,1,3.0,1.0,4.479073215130397,4.293793798404377,4.293793798404377,4.108514381678359,0.370558833452038,0.18527941672601944
"[5, 5, 6, 6]","[5,5,6,6]",0.0005,0.0241,True,False,duples,0,22,3,0.0,1.0,4.472323446060451,4.472323446060451,4.472323446060451,4.472323446060451,0.0,0.0
"[4, 11, 11, 11]","[4,11,11,11]",0.1009,0.0381,True,True,medias,34,34,2,2.143,1.0,4.4657691769184,4.381785871411783,4.381785871411783,4.297802565905167,0.16796661101323274,0.08398330550661637
"[6, 6, 6, 6]","[6,6,6,6]",0.0005,0.0048,True,False,duples,0,24,3,0.0,1.0,4.4640562772746755,4.4640562772746755,4.4640562772746755,4.4640562772746755,0.0,0.0
"[7, 11, 11, 11]","[7,11,11,11]",0.0961,0.0001,True,True,medias,37,37,2,2.571,1.0,4.460520390143727,4.3974984745291525,4.3974984745291525,4.334476558914578,0.12604383122914875,0.06302191561457438
"[4, 4, 4, 4]","[4,4,4,4]",0.0,0.1023,True,False,duples,0,16,3,0.0,1.0,4.455472003862733,4.455472003862733,4.455472003862733,4.455472003862733,0.0,0.0
"[6, 11, 11, 11]","[6,11,11,11]",0.1047,0.0011,True,True,medias,36,36,2,2.429,1.0,4.449901548760474,4.388575357517081,4.388575357517081,4.327249166273688,0.12265238248678578,0.06132619124339289
"[5, 6, 10, 10]","[5,6,10,10]",0.0241,0.0191,True,True,pares,31,31,1,3.0,1.0,4.448487113808872,4.262726098702225,4.262726098702225,4.076965083595579,0.3715220302132929,0.1857610151066469
"[5, 5, 5, 5]","[5,5,5,5]",0.0,0.0237,True,False,duples,0,20,3,0.0,1.0,4.437060740566366,4.437060740566366,4.437060740566366,4.437060740566366,0.0,0.0
"[5, 11, 11, 11]","[5,11,11,11]",0.0965,0.0075,True,True,medias,35,35,2,2.286,1.0,4.432270158513141,4.3735754413522905,4.3735754413522905,4.314880724191441,0.11738943432170057,0.05869471716085073
"[10, 11, 12, 12]","[10,11,12,12]",0.9801,0.0,True,True,pares,40,40,1,2.714,1.0,4.397649166683518,4.303510534985801,4.303510534985801,4.209371903288083,0.1882772633954346,0.0941386316977173
"[6, 6, 11, 12]","[6,6,11,12]",0.5622,0.0025,True,True,pares,32,32,1,2.857,1.0,4.368852857536521,4.2705956793661874,4.2705956793661874,4.172338501195853,0.1965143563406686,0.09825717817033386
"[7, 10, 10, 10]","[7,10,10,10]",0.0256,0.0002,True,True,medias,37,37,2,2.571,1.0,4.362473981573156,4.300289384778164,4.300289384778164,4.238104787983172,0.12436919358998377,0.06218459679499144
"[4, 10, 10, 10]","[4,10,10,10]",0.0219,0.0458,True,True,medias,34,34,2,2.143,1.0,4.353422218312391,4.269591546985031,4.269591546985031,4.18576087565767,0.16766134265472132,0.08383067132736066
"[6, 10, 10, 10]","[6,10,10,10]",0.0229,0.0017,True,True,medias,36,36,2,2.429,1.0,4.3394051551716455,4.2788851789037,4.2788851789037,4.218365202635754,0.12103995253589162,0.06051997626794581
"[5, 10, 10, 10]","[5,10,10,10]",0.0237,0.0098,True,True,medias,35,35,2,2.286,1.0,4.319317230838522,4.260612526299031,4.260612526299031,4.201907821759541,0.11740940907898167,0.05870470453949128
"[7, 11, 12, 12]","[7,11,12,12]",0.9707,0.0003,True,True,pares,37,37,1,2.571,1.0,4.289823342632559,4.215502662188731,4.215502662188731,4.141181981744903,0.14864136088765623,0.07432068044382767
"[4, 11, 12, 12]","[4,11,12,12]",0.954,0.0361,True,True,pares,34,34,1,2.143,1.0,4.280166935993777,4.186487405583685,4.186487405583685,4.092807875173595,0.1873590608201825,0.0936795304100917
"[1, 1, 1, 12]","[1,1,1,12]",0.1437,0.9896,True,False,medias,0,13,2,0.0,1.0,4.277147309089276,4.259161208703176,4.259161208703176,4.241175108317076,0.03597220077219987,0.017986100386099935
"[6, 11, 12, 12]","[6,11,12,12]",0.967,0.0005,True,True,pares,36,36,1,2.429,1.0,4.263895499790821,4.191134780686349,4.191134780686349,4.118374061581877,0.14552143820894425,0.07276071910447168
"[5, 7, 11, 12]","[5,7,11,12]",0.6104,0.0103,False,True,sin_pares,32,32,0,2.857,1.0,4.256808116808672,4.1915284405950795,4.1915284405950795,4.126248764381487,0.13055935242718508,0.06527967621359299
"[7, 10, 12, 12]","[7,10,12,12]",0.9239,0.0003,True,True,pares,37,37,1,2.571,1.0,4.256213091210936,4.182530205595986,4.182530205595986,4.108847319981037,0.14736577122989925,0.07368288561495007
"[4, 7, 10, 11]","[4,7,10,11]",0.089,0.0498,False,True,sin_pares,31,31,0,3.0,1.0,4.238822113540909,4.084825997036054,4.084825997036054,3.9308298805312,0.3079922330097089,0.1539961165048549
"[4, 10, 12, 12]","[4,10,12,12]",0.911,0.0326,True,True,pares,34,34,1,2.143,1.0,4.23842464517167,4.145261662471216,4.145261662471216,4.052098679770763,0.18632596540090685,0.09316298270045387
"[5, 11, 12, 12]","[5,11,12,12]",0.9556,0.007,True,True,pares,35,35,1,2.286,1.0,4.235611554077438,4.164859422983237,4.164859422983237,4.094107291889036,0.14150426218840195,0.07075213109420098
"[6, 10, 12, 12]","[6,10,12,12]",0.9134,0.0011,True,True,pares,36,36,1,2.429,1.0,4.223078159976495,4.150949359646623,4.150949359646623,4.078820559316751,0.1442576006597447,0.0721288003298719
"[5, 6, 10, 11]","[5,6,10,11]",0.0845,0.0178,False,True,sin_pares,31,31,0,3.0,1.0,4.204142536790909,4.051404672713239,4.051404672713239,3.8986668086355687,0.30547572815533997,0.15273786407766998
"[6, 6, 10, 12]","[6,6,10,12]",0.3866,0.0028,True,True,pares,32,32,1,2.857,1.0,4.197427783100821,4.098121625802398,4.098121625802398,3.9988154685039765,0.19861231459684436,0.09930615729842263
"[5, 10, 12, 12]","[5,10,12,12]",0.9077,0.0082,True,True,pares,35,35,1,2.286,1.0,4.196564202185318,4.126287289414018,4.126287289414018,4.056010376642716,0.14055382554260198,0.0702769127713001
"[1, 1, 1, 11]","[1,1,1,11]",0.0353,0.9918,True,False,medias,0,13,2,0.0,1.0,4.159886302081713,4.141538811734222,4.141538811734222,4.123191321386732,0.036694980694981005,0.018347490347490947
"[5, 7, 11, 11]","[5,7,11,11]",0.1036,0.0121,True,True,pares,32,32,1,2.857,1.0,4.145259609258319,4.04746519319017,4.04746519319017,3.9496707771220216,0.19558883213629707,0.09779441606814832
"[1, 1, 1, 10]","[1,1,1,10]",0.0064,0.9945,True,False,medias,0,13,2,0.0,1.0,4.130826263090514,4.112423174287425,4.112423174287425,4.0940200854843365,0.036806177606177215,0.018403088803088608
"[1, 1, 1, 7]","[1,1,1,7]",0.0008,0.9936,True,False,medias,0,10,2,0.0,1.0,4.106404746409126,4.087920576524956,4.087920576524956,4.069436406640786,0.036968339768339575,0.018484169884169788
"[1, 1, 1, 6]","[1,1,1,6]",0.0,0.9948,True,False,medias,0,9,2,0.0,1.0,4.104122916819691,4.085703611800386,4.085703611800386,4.067284306781081,0.03683861003860933,0.018419305019304666
"[1, 1, 1, 5]","[1,1,1,5]",0.0,0.9982,True,False,medias,0,8,2,0.0,1.0,4.103146918826764,4.084667382147227,4.084667382147227,4.06618784546769,0.03695907335907389,0.0184795366795365
"[1, 1, 1, 4]","[1,1,1,4]",0.0,0.9987,True,False,medias,0,7,2,0.0,1.0,4.09564323754118,4.077040920938864,4.077040920938864,4.058438604336548,0.03720463320463274,0.01860231660231637
"[6, 7, 12, 12]","[6,7,12,12]",0.878,0.0018,True,True,pares,33,33,1,2.0,1.0,4.083384613490094,4.031555622224209,4.031555622224209,3.979726630958325,0.10365798253176894,0.051828991265884916
"[5, 7, 10, 12]","[5,7,10,12]",0.4234,0.0106,False,True,sin_pares,32,32,0,2.857,1.0,4.07864209830225,4.0131793521857455,4.0131793521857455,3.947716606069241,0.13092549223300942,0.06546274611650471
"[10, 11, 11, 12]","[10,11,11,12]",0.6888,0.0,True,True,pares,40,40,1,2.714,1.0,4.057627683306818,3.9635005072750307,3.9635005072750307,3.869373331243243,0.18825435206357533,0.09412717603178766
"[5, 7, 10, 10]","[5,7,10,10]",0.0239,0.0121,True,True,pares,32,32,1,2.857,1.0,3.999184861890769,3.901049639332011,3.901049639332011,3.8029144167732527,0.19627044511751635,0.09813522255875817
"[10, 10, 11, 12]","[10,10,11,12]",0.6768,0.0,True,True,pares,40,40,1,2.714,1.0,3.9608391932681064,3.8652454888035863,3.8652454888035863,3.7696517843390662,0.19118740892904018,0.09559370446452009
"[7, 11, 11, 12]","[7,11,11,12]",0.684,0.0001,True,True,pares,37,37,1,2.571,1.0,3.950241953290843,3.87557414991715,3.87557414991715,3.8009063465434574,0.14933560674738544,0.07466780337369272
"[6, 11, 11, 12]","[6,11,11,12]",0.6905,0.0016,True,True,pares,36,36,1,2.429,1.0,3.9404563751075763,3.86772227805206,3.86772227805206,3.794988180996545,0.1454681941110314,0.07273409705551614
"[4, 11, 11, 12]","[4,11,11,12]",0.6801,0.0374,True,True,pares,34,34,1,2.143,1.0,3.9340044787276485,3.8373542954143067,3.8373542954143067,3.740704112100966,0.1933003666266826,0.09665018331334174
"[6, 6, 10, 11]","[6,6,10,11]",0.0813,0.0033,True,True,pares,32,32,1,2.857,1.0,3.9112085935360685,3.8134246313382953,3.8134246313382953,3.7156406691405217,0.19556792439554682,0.09778396219777319
"[5, 11, 11, 12]","[5,11,11,12]",0.6866,0.0062,True,True,pares,35,35,1,2.286,1.0,3.9063582706635467,3.83492222957197,3.83492222957197,3.763486188480393,0.14287208218315373,0.07143604109157664
"[1, 4, 4, 4]","[1,4,4,4]",0.0,0.6874,True,False,medias,0,13,2,0.0,1.0,3.8340193758291155,3.8145923488020883,3.8145923488020883,3.7951653217750616,0.038854054054053844,0.019427027027027144
"[5, 7, 10, 11]","[5,7,10,11]",0.0887,0.0139,False,True,sin_pares,32,32,0,2.857,1.0,3.768445000790975,3.7039891391404898,3.7039891391404898,3.6395332774900044,0.12891172330097067,0.06445586165048534
"[7, 7, 11, 12]","[7,7,11,12]",0.6244,0.0003,True,True,pares,34,34,1,2.143,1.0,3.7200225789540076,3.624639408760583,3.624639408760583,3.529256238567158,0.19076634038684936,0.09538317019342468
"[1, 4, 12, 12]","[1,4,12,12]",0.7822,0.4938,True,False,pares,0,25,1,0.0,1.0,3.6779426555809227,3.6472592578975256,3.6472592578975256,3.6165758602141276,0.061366795366795124,0.030683397683397118
"[1, 5, 5, 5]","[1,5,5,5]",0.0,0.4381,True,False,medias,0,16,2,0.0,1.0,3.6576239767897416,3.6382455984113635,3.6382455984113635,3.6188672200329854,0.03875675675675616,0.01937837837837808
"[4, 10, 10, 12]","[4,10,10,12]",0.4402,0.0406,True,True,pares,34,34,1,2.143,1.0,3.653996975693137,3.5594027080749644,3.5594027080749644,3.4648084404567907,0.1891885352363465,0.0945942676181728
"[7, 10, 10, 12]","[7,10,10,12]",0.4364,0.0,True,True,pares,37,37,1,2.571,1.0,3.640157533664454,3.565023583355199,3.565023583355199,3.4898896330459435,0.15026790061851036,0.07513395030925496
"[6, 10, 10, 12]","[6,10,10,12]",0.4416,0.0017,True,True,pares,36,36,1,2.429,1.0,3.639230442955923,3.56661208602111,3.56661208602111,3.4939937290862977,0.14523671386962533,0.07261835693481311
"[5, 10, 10, 12]","[5,10,10,12]",0.4383,0.0088,True,True,pares,35,35,1,2.286,1.0,3.6121856974319626,3.5412259579822494,3.5412259579822494,3.4702662185325366,0.14191947889942602,0.07095973944971323
"[1, 6, 6, 6]","[1,6,6,6]",0.0001,0.2933,True,False,medias,0,19,2,0.0,1.0,3.574187763183547,3.55486266665845,3.55486266665845,3.5355375701333536,0.03865019305019324,0.01932509652509662
"[7, 10, 11, 12]","[7,10,11,12]",0.6743,0.0,False,True,sin_pares,37,37,0,2.571,1.0,3.5708821519640335,3.5282996524494705,3.5282996524494705,3.4857171529349076,0.08516499902912589,0.042582499514562944
"[1, 7, 7, 7]","[1,7,7,7]",0.0032,0.2122,True,False,medias,0,22,2,0.0,1.0,3.5587828275858016,3.5393349511379255,3.5393349511379255,3.519887074690049,0.03889575289575253,0.019447876447876045
"[1, 5, 12, 12]","[1,5,12,12]",0.8035,0.326,True,False,pares,0,26,1,0.0,1.0,3.5423871624955248,3.5119701740785363,3.5119701740785363,3.481553185661548,0.060833976833976955,0.030416988416988477
"[4, 10, 11, 12]","[4,10,11,12]",0.644,0.039,False,True,sin_pares,34,34,0,2.143,1.0,3.5413052419543245,3.4789657880708296,3.4789657880708296,3.416626334187334,0.12467890776699031,0.06233945388349493
"[6, 10, 11, 12]","[6,10,11,12]",0.6595,0.0014,False,True,sin_pares,36,36,0,2.429,1.0,3.5364309252765223,3.4955211412959395,3.4955211412959395,3.454611357315357,0.08181956796116507,0.04090978398058276
"[6, 6, 6, 12]","[6,6,6,12]",0.2061,0.0036,True,False,medias,0,28,2,0.0,1.0,3.531360221132976,3.5121555879283433,3.5121555879283433,3.49295095472371,0.03840926640926634,0.019204633204632948
"[7, 7, 10, 12]","[7,7,10,12]",0.424,0.0005,True,True,pares,34,34,1,2.143,1.0,3.525929443822631,3.4298596813961963,3.4298596813961963,3.333789918969761,0.1921395248528701,0.09606976242643483
"[5, 10, 11, 12]","[5,10,11,12]",0.657,0.0084,False,True,sin_pares,35,35,0,2.286,1.0,3.505922378137511,3.466332409205472,3.466332409205472,3.426742440273433,0.07917993786407784,0.03958996893203892
"[1, 6, 12, 12]","[1,6,12,12]",0.8275,0.2309,True,False,pares,0,27,1,0.0,1.0,3.4823802669375303,3.451947834505098,3.451947834505098,3.4215154020726657,0.06086486486486464,0.03043243243243232
"[5, 5, 5, 12]","[5,5,5,12]",0.1682,0.0222,True,False,medias,0,25,2,0.0,1.0,3.4563035314064408,3.4369691684720776,3.4369691684720776,3.4176348055377153,0.038668725868725495,0.019334362934363192
"[1, 7, 12, 12]","[1,7,12,12]",0.8527,0.1764,True,False,pares,0,28,1,0.0,1.0,3.4530428230551595,3.422394174406511,3.422394174406511,3.3917455257578624,0.06129729729729716,0.030648648648648358
"[4, 4, 4, 12]","[4,4,4,12]",0.1392,0.104,True,False,medias,0,22,2,0.0,1.0,3.442141033124605,3.4227325389161107,3.4227325389161107,3.4033240447076163,0.038816988416988885,0.019408494208494442
"[4, 7, 7, 7]","[4,7,7,7]",0.0044,0.0506,True,False,medias,0,25,2,0.0,1.0,3.4068977479078097,3.3871510297610916,3.3871510297610916,3.3674043116143735,0.03949343629343627,0.019746718146718134
"[4, 10, 11, 11]","[4,10,11,11]",0.0997,0.0441,True,True,pares,34,34,1,2.143,1.0,3.3924119576717775,3.2968477888372005,3.2968477888372005,3.201283620002624,0.1911283376691535,0.09556416883457697
"[7, 10, 11, 11]","[7,10,11,11]",0.0981,0.0003,True,True,pares,37,37,1,2.571,1.0,3.3891440435304743,3.3139164058838126,3.3139164058838126,3.23868876823715,0.15045527529332414,0.07522763764666163
"[6, 7, 11, 12]","[6,7,11,12]",0.6099,0.0029,False,True,sin_pares,33,33,0,2.0,1.0,3.381460779297374,3.360679225899316,3.360679225899316,3.339897672501258,0.04156310679611597,0.020781553398057984
"[5, 7, 7, 7]","[5,7,7,7]",0.0033,0.0147,True,False,medias,0,26,2,0.0,1.0,3.3786046987000966,3.358969177464575,3.358969177464575,3.339333656229054,0.03927104247104252,0.01963552123552148
"[6, 6, 6, 11]","[6,6,6,11]",0.054,0.0046,True,False,medias,0,28,2,0.0,1.0,3.3760389194085114,3.3562412360108285,3.3562412360108285,3.3364435526131446,0.03959536679536679,0.019797683397682952
"[6, 7, 7, 7]","[6,7,7,7]",0.0038,0.0023,True,False,medias,0,27,2,0.0,1.0,3.3717633825568356,3.352102378695832,3.352102378695832,3.3324413748348283,0.039322007722007335,0.019661003861003667
"[6, 10, 11, 11]","[6,10,11,11]",0.1035,0.0013,True,True,pares,36,36,1,2.429,1.0,3.3694100745452897,3.2956926623662595,3.2956926623662595,3.2219752501872287,0.147434824358061,0.07371741217903027
"[4, 6, 6, 6]","[4,6,6,6]",0.0003,0.0644,True,False,medias,0,22,2,0.0,1.0,3.3532172696002633,3.3333616711446648,3.3333616711446648,3.313506072689066,0.03971119691119718,0.01985559845559859
"[5, 10, 11, 11]","[5,10,11,11]",0.0989,0.0097,True,True,pares,35,35,1,2.286,1.0,3.3448782300679785,3.2728655599251586,3.2728655599251586,3.2008528897823387,0.14402534028563974,0.07201267014281987
"[4, 4, 4, 11]","[4,4,4,11]",0.0364,0.1043,True,False,medias,0,22,2,0.0,1.0,3.33959609622163,3.3198169456424798,3.3198169456424798,3.300037795063329,0.039558301158300946,0.01977915057915025
"[6, 6, 6, 10]","[6,6,6,10]",0.0126,0.0039,True,False,medias,0,28,2,0.0,1.0,3.3382792524120832,3.318567283300114,3.318567283300114,3.2988553141881445,0.03942393822393875,0.019711969111969374
"[7, 10, 10, 11]","[7,10,10,11]",0.0954,0.0,True,True,pares,37,37,1,2.571,1.0,3.3326752640780124,3.2584002654968374,3.2584002654968374,3.1841252669156628,0.14854999716234962,0.07427499858117503
"[5, 5, 5, 11]","[5,5,5,11]",0.0415,0.0217,True,False,medias,0,25,2,0.0,1.0,3.3304495556055893,3.3107144204704544,3.3107144204704544,3.2909792853353195,0.039470270270269836,0.019735135135134918
"[4, 5, 5, 5]","[4,5,5,5]",0.0,0.0932,True,False,medias,0,19,2,0.0,1.0,3.3270034820248156,3.3073332117545458,3.3073332117545458,3.287662941484275,0.03934054054054048,0.019670270270269796
"[4, 4, 4, 10]","[4,4,4,10]",0.0074,0.1119,True,False,medias,0,22,2,0.0,1.0,3.3250499779403384,3.3055488196391805,3.3055488196391805,3.2860476613380216,0.03900231660231679,0.01950115830115795
"[4, 10, 10, 11]","[4,10,10,11]",0.0946,0.0369,True,True,pares,34,34,1,2.143,1.0,3.3246915903081264,3.2310139465794467,3.2310139465794467,3.137336302850766,0.1873552874573603,0.0936776437286797
"[4, 6, 12, 12]","[4,6,12,12]",0.8351,0.0568,True,False,pares,0,30,1,0.0,1.0,3.3198026426128644,3.2883895151997367,3.2883895151997367,3.2569763877866094,0.06282625482625503,0.03141312741312774
"[5, 6, 6, 6]","[5,6,6,6]",0.0003,0.0222,True,False,medias,0,23,2,0.0,1.0,3.3170912905667604,3.2973515222269922,3.2973515222269922,3.277611753887223,0.0394795366795373,0.019739768339768204
"[6, 6, 6, 7]","[6,6,6,7]",0.0032,0.0048,True,False,medias,0,25,2,0.0,1.0,3.3149374310230955,3.295299593185258,3.295299593185258,3.27566175534742,0.03927567567567536,0.01963783783783768
"[4, 5, 12, 12]","[4,5,12,12]",0.8105,0.0719,True,False,pares,0,29,1,0.0,1.0,3.3065892613065198,3.275361462078721,3.275361462078721,3.2441336628509214,0.06245559845559834,0.031227799227798947
"[5, 5, 5, 10]","[5,5,5,10]",0.0105,0.0219,True,False,medias,0,25,2,0.0,1.0,3.302055742971139,3.2823738896892856,3.2823738896892856,3.2626920364074325,0.03936370656370647,0.019681853281853456
"[6, 10, 10, 11]","[6,10,10,11]",0.0959,0.0017,True,True,pares,36,36,1,2.429,1.0,3.2939340315654153,3.220129668053776,3.220129668053776,3.1463253045421364,0.14760872702327887,0.07380436351163944
"[4, 4, 4, 7]","[4,4,4,7]",0.0009,0.1029,True,False,medias,0,19,2,0.0,1.0,3.2842114329363024,3.2643790005038698,3.2643790005038698,3.244546568071437,0.0396648648648652,0.0198324324324326
"[4, 4, 4, 6]","[4,4,4,6]",0.0003,0.1025,True,False,medias,0,18,2,0.0,1.0,3.2834662923184013,3.2637821224342316,3.2637821224342316,3.244097952550061,0.0393683397683402,0.019684169884169656
"[4, 4, 4, 5]","[4,4,4,5]",0.0,0.1042,True,False,medias,0,17,2,0.0,1.0,3.2825352350547385,3.262837165556669,3.262837165556669,3.2431390960585995,0.03939613899613903,0.019698069498069515
"[5, 5, 5, 7]","[5,5,5,7]",0.0019,0.0263,True,False,medias,0,22,2,0.0,1.0,3.2773424212183837,3.2576003362762984,3.2576003362762984,3.237858251334214,0.039484169884169695,0.019742084942085292
"[6, 7, 11, 11]","[6,7,11,11]",0.1044,0.0033,True,True,pares,33,33,1,2.0,1.0,3.271851991888329,3.218792802324285,3.218792802324285,3.165733612760241,0.10611837912808797,0.05305918956404421
"[5, 5, 5, 6]","[5,5,5,6]",0.0002,0.0255,True,False,medias,0,21,2,0.0,1.0,3.269957145830686,3.2503540570275975,3.2503540570275975,3.2307509682245086,0.039206177606177395,0.019603088803088475
"[5, 10, 10, 11]","[5,10,10,11]",0.0913,0.0114,True,True,pares,35,35,1,2.286,1.0,3.268429533412492,3.1962144367449508,3.1962144367449508,3.1239993400774093,0.1444301933350829,0.07221509666754145
"[1, 1, 11, 12]","[1,1,11,12]",0.4946,0.7765,True,False,pares,0,22,1,0.0,1.0,3.2222150993067302,3.191817415909047,3.191817415909047,3.1614197325113635,0.06079536679536668,0.030397683397683117
"[6, 7, 10, 12]","[6,7,10,12]",0.4309,0.0025,False,True,sin_pares,33,33,0,2.0,1.0,3.2183167618315314,3.198025499695609,3.198025499695609,3.1777342375596866,0.04058252427184472,0.020291262135922583
"[7, 7, 10, 11]","[7,7,10,11]",0.0883,0.0005,True,True,pares,34,34,1,2.143,1.0,3.1948430205867986,3.097620606934589,3.097620606934589,3.000398193282379,0.19444482730441948,0.09722241365220974
