mano,prob_grande,prob_chica,prob_pares,prob_juego,n_apariciones
"[5, 5, 7, 11]",0.004101161995898838,0.42652084757347913,0.4514695830485304,0.3998632946001367,2926
"[5, 5, 7, 12]",0.0871423873725748,0.10013153567905295,0.4664584018414995,0.41302203222624134,6082
"[5, 5, 7, 7]",0.0,0.8067961165048544,0.9339805825242719,0.35631067961165047,1030
"[5, 6, 10, 10]",0.0009457755359394704,0.5923707440100883,0.5198612862547288,0.6109709962168979,3172
"[5, 6, 10, 11]",0.010803903345724907,0.3487453531598513,0.316682156133829,0.6024628252788105,8608
"[5, 6, 10, 12]",0.16685859051128513,0.04473744818056195,0.3072892676186089,0.609223859972363,17368
"[5, 6, 11, 11]",0.018483110261312937,0.2982791586998088,0.532823454429573,0.5860420650095602,3138
"[5, 6, 11, 12]",0.3488292208163966,0.008873876452739451,0.305204099158413,0.6026793381805691,17467
"[5, 6, 12, 12]",0.7127253233264089,0.00013402130938819273,0.7554111103665483,0.6067144676003484,14923
"[5, 6, 6, 10]",0.00034928396786587494,0.6831994411456515,0.46245197345441846,0.4083129584352078,2863
"[5, 6, 6, 11]",0.0052337752965806,0.4515003489183531,0.479413817166783,0.41695743196092117,2866
"[5, 6, 6, 12]",0.060876623376623376,0.1353896103896104,0.48003246753246753,0.4022727272727273,6160
"[5, 6, 6, 6]",0.0,0.9339622641509434,0.8702830188679245,0.3561320754716981,424
"[5, 6, 6, 7]",0.0,0.8196363636363636,0.45890909090909093,0.34145454545454546,2750
"[5, 6, 7, 10]",0.0009015971148892323,0.6218444100978877,0.3146573930963421,0.44873776403915505,7764
"[5, 6, 7, 11]",0.006449981029467561,0.4150752497786771,0.31276084482104466,0.4471986847097508,7907
"[5, 6, 7, 12]",0.09864157527417747,0.09515204386839482,0.3057078763708873,0.4455383848454636,16048
"[5, 6, 7, 7]",0.00037778617302606723,0.8027956176803929,0.47941065357007934,0.3634302984510767,2647
"[5, 7, 10, 10]",0.0009006304413089162,0.5824076853797658,0.5193635544881418,0.6940858601020714,3331
"[5, 7, 10, 11]",0.014164305949008499,0.3291784702549575,0.3168271954674221,0.7084419263456091,8825
"[5, 7, 10, 12]",0.19487034949267193,0.03720405862457723,0.3125140924464487,0.6979143179255919,17740
"[5, 7, 11, 11]",0.017246689251616876,0.28611025562057285,0.5426547582383738,0.704650446566061,3247
"[5, 7, 11, 12]",0.3912581745011458,0.005980660667374658,0.3079201833324018,0.7037057738527751,17891
"[5, 7, 12, 12]",0.7596228364763628,0.0,0.7560061999483337,0.6985275122707311,15484
"[5, 7, 7, 10]",0.00032499187520311994,0.6106597335066624,0.5238869028274293,0.5105622359441014,3077
"[5, 7, 7, 11]",0.007941760423560556,0.39808074123097287,0.5046326935804103,0.49205823957643946,3022
"[5, 7, 7, 12]",0.10258014073494919,0.0803752931978108,0.5047693510555121,0.4803752931978108,6395
"[5, 7, 7, 7]",0.0,0.8153241650294696,0.8447937131630648,0.3791748526522593,509
"[6, 10, 10, 10]",0.0017574692442882249,0.5746924428822495,0.8646748681898067,0.8927943760984183,569
"[6, 10, 10, 11]",0.014084507042253521,0.3158953722334004,0.5482897384305835,0.9119718309859155,3976
