mano,mano_legible,posicion,posicion_nombre,rank,mascara_idx,accion,reward_promedio,n_visitas,confianza,prob_seleccion_pct
"[1, 5, 7, 10]",Sota-7-5-As,4,POSTRE (J4),1,13,"Mantener [Sota] / Descartar [7,5,As]",-0.4557926657422751,88707,ALTA,19.833956813943193
"[1, 5, 7, 10]",Sota-7-5-As,4,POSTRE (J4),2,9,"Mantener [Sota,7] / Descartar [5,As]",-0.5282897629273902,88707,ALTA,17.156914411060477
"[1, 5, 7, 10]",Sota-7-5-As,4,POSTRE (J4),3,14,"Mantener [Nada] / Descartar [Sota,7,5,As]",-0.8144565817804683,88707,ALTA,9.680055428048142
"[1, 5, 7, 11]",Caballo-7-5-As,1,MANO (J1),1,13,"Mantener [Caballo] / Descartar [7,5,As]",-0.1373637352634266,90082,ALTA,25.67490918205355
"[1, 5, 7, 11]",Caballo-7-5-As,1,MANO (J1),2,9,"Mantener [Caballo,7] / Descartar [5,As]",-0.3435092471303923,90082,ALTA,17.000167464511772
"[1, 5, 7, 11]",Caballo-7-5-As,1,MANO (J1),3,14,"Mantener [Nada] / Descartar [Caballo,7,5,As]",-0.4803512355409516,90082,ALTA,12.929858097344518
"[1, 5, 7, 11]",Caballo-7-5-As,2,POSTRE (J2),1,13,"Mantener [Caballo] / Descartar [7,5,As]",-0.581616815591672,90202,ALTA,23.064062634019304
"[1, 5, 7, 11]",Caballo-7-5-As,2,POSTRE (J2),2,9,"Mantener [Caballo,7] / Descartar [5,As]",-0.7163920977361921,90202,ALTA,17.614547298763252
"[1, 5, 7, 11]",Caballo-7-5-As,2,POSTRE (J2),3,14,"Mantener [Nada] / Descartar [Caballo,7,5,As]",-0.9295359304671736,90202,ALTA,11.501039772051492
"[1, 5, 7, 11]",Caballo-7-5-As,3,MANO (J3),1,13,"Mantener [Caballo] / Descartar [7,5,As]",0.0233097374728276,89705,ALTA,21.079088704943537
"[1, 5, 7, 11]",Caballo-7-5-As,3,MANO (J3),2,9,"Mantener [Caballo,7] / Descartar [5,As]",-0.1197703583969678,89705,ALTA,15.833394740040971
"[1, 5, 7, 11]",Caballo-7-5-As,3,MANO (J3),3,14,"Mantener [Nada] / Descartar [Caballo,7,5,As]",-0.2810657154004793,89705,ALTA,11.467656408445045
"[1, 5, 7, 11]",Caballo-7-5-As,4,POSTRE (J4),1,13,"Mantener [Caballo] / Descartar [7,5,As]",-0.5210563157657048,88572,ALTA,19.13441441108002
"[1, 5, 7, 11]",Caballo-7-5-As,4,POSTRE (J4),2,9,"Mantener [Caballo,7] / Descartar [5,As]",-0.5933252043535203,88572,ALTA,16.559347370835845
"[1, 5, 7, 11]",Caballo-7-5-As,4,POSTRE (J4),3,14,"Mantener [Nada] / Descartar [Caballo,7,5,As]",-0.8135302352888046,88572,ALTA,10.660450475518719
"[1, 5, 7, 12]",Rey-7-5-As,1,MANO (J1),1,13,"Mantener [Rey] / Descartar [7,5,As]",0.5324396637928704,185005,ALTA,44.762413770135176
"[1, 5, 7, 12]",Rey-7-5-As,1,MANO (J1),2,9,"Mantener [Rey,7] / Descartar [5,As]",0.0906461987513851,185005,ALTA,18.500206216379315
"[1, 5, 7, 12]",Rey-7-5-As,1,MANO (J1),3,8,"Mantener [Rey,5] / Descartar [7,As]",-0.3888489500283776,185005,ALTA,7.090753286931012
"[1, 5, 7, 12]",Rey-7-5-As,2,POSTRE (J2),1,13,"Mantener [Rey] / Descartar [7,5,As]",0.0480545584286126,183583,ALTA,39.181829403973225
"[1, 5, 7, 12]",Rey-7-5-As,2,POSTRE (J2),2,9,"Mantener [Rey,7] / Descartar [5,As]",-0.3162111960257758,183583,ALTA,18.90982436735472
"[1, 5, 7, 12]",Rey-7-5-As,2,POSTRE (J2),3,14,"Mantener [Nada] / Descartar [Rey,7,5,As]",-0.7883082856255753,183583,ALTA,7.355787479897077
"[1, 5, 7, 12]",Rey-7-5-As,3,MANO (J3),1,13,"Mantener [Rey] / Descartar [7,5,As]",0.4354998530004246,183674,ALTA,34.85491370616218
"[1, 5, 7, 12]",Rey-7-5-As,3,MANO (J3),2,9,"Mantener [Rey,7] / Descartar [5,As]",0.0740224528240251,183674,ALTA,16.915651587733066
"[1, 5, 7, 12]",Rey-7-5-As,3,MANO (J3),3,14,"Mantener [Nada] / Descartar [Rey,7,5,As]",-0.2923712664830079,183674,ALTA,8.129113558118185
"[1, 5, 7, 12]",Rey-7-5-As,4,POSTRE (J4),1,13,"Mantener [Rey] / Descartar [7,5,As]",-0.090899079335712,181608,ALTA,30.81098821891709
"[1, 5, 7, 12]",Rey-7-5-As,4,POSTRE (J4),2,9,"Mantener [Rey,7] / Descartar [5,As]",-0.4026639795603718,181608,ALTA,16.516197833746695
"[1, 5, 7, 12]",Rey-7-5-As,4,POSTRE (J4),3,14,"Mantener [Nada] / Descartar [Rey,7,5,As]",-0.7459197832694595,181608,ALTA,8.313078344522618
"[1, 5, 7, 7]",7-7-5-As,1,MANO (J1),1,9,"Mantener [7,7] / Descartar [5,As]",-0.2097163454004074,31905,ALTA,25.778408502816802
"[1, 5, 7, 7]",7-7-5-As,1,MANO (J1),2,14,"Mantener [Nada] / Descartar [7,7,5,As]",-0.4603667136812411,31905,ALTA,15.615070806623757
"[1, 5, 7, 7]",7-7-5-As,1,MANO (J1),3,2,"Mantener [7,7,As] / Descartar [5]",-0.6021313273781539,31905,ALTA,11.760039459411109
"[1, 5, 7, 7]",7-7-5-As,2,POSTRE (J2),1,9,"Mantener [7,7] / Descartar [5,As]",-0.644361833952912,31473,ALTA,24.797843855798092
"[1, 5, 7, 7]",7-7-5-As,2,POSTRE (J2),2,2,"Mantener [7,7,As] / Descartar [5]",-0.9585041146379436,31473,ALTA,13.22980378197927
"[1, 5, 7, 7]",7-7-5-As,2,POSTRE (J2),3,14,"Mantener [Nada] / Descartar [7,7,5,As]",-0.9751215327423506,31473,ALTA,12.797339663230577
"[1, 5, 7, 7]",7-7-5-As,3,MANO (J3),1,9,"Mantener [7,7] / Descartar [5,As]",0.0312122944052835,31494,ALTA,21.72333216934449
"[1, 5, 7, 7]",7-7-5-As,3,MANO (J3),2,2,"Mantener [7,7,As] / Descartar [5]",-0.1425350860481361,31494,ALTA,15.346572162204925
"[1, 5, 7, 7]",7-7-5-As,3,MANO (J3),3,14,"Mantener [Nada] / Descartar [7,7,5,As]",-0.3161872102622722,31494,ALTA,10.843739282167613
"[1, 5, 7, 7]",7-7-5-As,4,POSTRE (J4),1,9,"Mantener [7,7] / Descartar [5,As]",-0.3848797250859107,31719,ALTA,24.775048440316866
"[1, 5, 7, 7]",7-7-5-As,4,POSTRE (J4),2,2,"Mantener [7,7,As] / Descartar [5]",-0.5866515337810145,31719,ALTA,16.548466154364885
"[1, 5, 7, 7]",7-7-5-As,4,POSTRE (J4),3,14,"Mantener [Nada] / Descartar [7,7,5,As]",-0.8436268482612945,31719,ALTA,9.898099698535088
"[1, 6, 10, 10]",Sota-Sota-6-As,1,MANO (J1),1,9,"Mantener [Sota,Sota] / Descartar [6,As]",1.3558450980984915,33079,ALTA,52.96541042278988
"[1, 6, 10, 10]",Sota-Sota-6-As,1,MANO (J1),2,3,"Mantener [Sota,Sota,6] / Descartar [As]",0.9768433144895552,33079,ALTA,24.81964557212531
"[1, 6, 10, 10]",Sota-Sota-6-As,1,MANO (J1),3,2,"Mantener [Sota,Sota,As] / Descartar [6]",0.5724477765349617,33079,ALTA,11.054575601449981
"[1, 6, 10, 10]",Sota-Sota-6-As,2,POSTRE (J2),1,9,"Mantener [Sota,Sota] / Descartar [6,As]",0.938003682351876,33131,ALTA,50.87260404782759
"[1, 6, 10, 10]",Sota-Sota-6-As,2,POSTRE (J2),2,3,"Mantener [Sota,Sota,6] / Descartar [As]",0.6606501463885787,33131,ALTA,29.2131069245969
"[1, 6, 10, 10]",Sota-Sota-6-As,2,POSTRE (J2),3,2,"Mantener [Sota,Sota,As] / Descartar [6]",0.0051009628444659,33131,ALTA,7.8736292711573785
"[1, 6, 10, 10]",Sota-Sota-6-As,3,MANO (J3),1,9,"Mantener [Sota,Sota] / Descartar [6,As]",1.4335780323739902,32557,ALTA,48.698853620751734
"[1, 6, 10, 10]",Sota-Sota-6-As,3,MANO (J3),2,3,"Mantener [Sota,Sota,6] / Descartar [As]",1.151580305310686,32557,ALTA,27.70630587133564
"[1, 6, 10, 10]",Sota-Sota-6-As,3,MANO (J3),3,2,"Mantener [Sota,Sota,As] / Descartar [6]",0.6417360321896981,32557,ALTA,9.993865850498231
"[1, 6, 10, 10]",Sota-Sota-6-As,4,POSTRE (J4),1,9,"Mantener [Sota,Sota] / Descartar [6,As]",1.036340316374519,32746,ALTA,50.255805113794814
"[1, 6, 10, 10]",Sota-Sota-6-As,4,POSTRE (J4),2,3,"Mantener [Sota,Sota,6] / Descartar [As]",0.7712086972454651,32746,ALTA,29.573030867321705
"[1, 6, 10, 10]",Sota-Sota-6-As,4,POSTRE (J4),3,2,"Mantener [Sota,Sota,As] / Descartar [6]",0.0388749770964392,32746,ALTA,6.835949558093074
"[1, 6, 10, 11]",Caballo-Sota-6-As,1,MANO (J1),1,9,"Mantener [Caballo,Sota] / Descartar [6,As]",0.5455622066233151,92884,ALTA,36.51560447093908
"[1, 6, 10, 11]",Caballo-Sota-6-As,1,MANO (J1),2,3,"Mantener [Caballo,Sota,6] / Descartar [As]",0.1593492958959562,92884,ALTA,16.86623791975672
"[1, 6, 10, 11]",Caballo-Sota-6-As,1,MANO (J1),3,12,"Mantener [Sota] / Descartar [Caballo,6,As]",-0.0857198225743938,92884,ALTA,10.331274257773057
"[1, 6, 10, 11]",Caballo-Sota-6-As,2,POSTRE (J2),1,9,"Mantener [Caballo,Sota] / Descartar [6,As]",0.120101494220468,92222,ALTA,34.241847938370825
"[1, 6, 10, 11]",Caballo-Sota-6-As,2,POSTRE (J2),2,3,"Mantener [Caballo,Sota,6] / Descartar [As]",-0.1533690442627572,92222,ALTA,19.816351753497795
"[1, 6, 10, 11]",Caballo-Sota-6-As,2,POSTRE (J2),3,12,"Mantener [Sota] / Descartar [Caballo,6,As]",-0.4640649736505389,92222,ALTA,10.645269171728211
"[1, 6, 10, 11]",Caballo-Sota-6-As,3,MANO (J3),1,9,"Mantener [Caballo,Sota] / Descartar [6,As]",0.5694810810810811,92500,ALTA,29.605558799621335
"[1, 6, 10, 11]",Caballo-Sota-6-As,3,MANO (J3),2,3,"Mantener [Caballo,Sota,6] / Descartar [As]",0.3026918918918919,92500,ALTA,17.363733728002995
"[1, 6, 10, 11]",Caballo-Sota-6-As,3,MANO (J3),3,12,"Mantener [Sota] / Descartar [Caballo,6,As]",0.0523027027027027,92500,ALTA,10.523442464278254
"[1, 6, 10, 11]",Caballo-Sota-6-As,4,POSTRE (J4),1,9,"Mantener [Caballo,Sota] / Descartar [6,As]",0.1248165589749206,91310,ALTA,29.488078288948934
"[1, 6, 10, 11]",Caballo-Sota-6-As,4,POSTRE (J4),2,3,"Mantener [Caballo,Sota,6] / Descartar [As]",-0.055678458000219,91310,ALTA,20.552776101512222
"[1, 6, 10, 11]",Caballo-Sota-6-As,4,POSTRE (J4),3,12,"Mantener [Sota] / Descartar [Caballo,6,As]",-0.4364801226590735,91310,ALTA,9.596444762079397
"[1, 6, 10, 12]",Rey-Sota-6-As,1,MANO (J1),1,9,"Mantener [Rey,Sota] / Descartar [6,As]",0.9207236842105264,188480,ALTA,44.233665956146474
"[1, 6, 10, 12]",Rey-Sota-6-As,1,MANO (J1),2,13,"Mantener [Rey] / Descartar [Sota,6,As]",0.5216521646859084,188480,ALTA,19.912409559390625
"[1, 6, 10, 12]",Rey-Sota-6-As,1,MANO (J1),3,3,"Mantener [Rey,Sota,6] / Descartar [As]",0.1092688879456706,188480,ALTA,8.728352018801305
"[1, 6, 10, 12]",Rey-Sota-6-As,2,POSTRE (J2),1,9,"Mantener [Rey,Sota] / Descartar [6,As]",0.4748737843439443,188170,ALTA,40.60249718872437
"[1, 6, 10, 12]",Rey-Sota-6-As,2,POSTRE (J2),2,13,"Mantener [Rey] / Descartar [Sota,6,As]",0.0736567997023967,188170,ALTA,18.199526960152212
"[1, 6, 10, 12]",Rey-Sota-6-As,2,POSTRE (J2),3,3,"Mantener [Rey,Sota,6] / Descartar [As]",-0.2040229579635436,188170,ALTA,10.444088109880328
"[1, 6, 10, 12]",Rey-Sota-6-As,3,MANO (J3),1,9,"Mantener [Rey,Sota] / Descartar [6,As]",0.7664461693505157,186548,ALTA,35.54474640947772
"[1, 6, 10, 12]",Rey-Sota-6-As,3,MANO (J3),2,13,"Mantener [Rey] / Descartar [Sota,6,As]",0.424518086497845,186548,ALTA,17.938266051274667
"[1, 6, 10, 12]",Rey-Sota-6-As,3,MANO (J3),3,3,"Mantener [Rey,Sota,6] / Descartar [As]",0.1022578639277826,186548,ALTA,9.41605069777409
"[1, 6, 10, 12]",Rey-Sota-6-As,4,POSTRE (J4),1,9,"Mantener [Rey,Sota] / Descartar [6,As]",0.2681668934828159,185172,ALTA,31.911894020138366
"[1, 6, 10, 12]",Rey-Sota-6-As,4,POSTRE (J4),2,13,"Mantener [Rey] / Descartar [Sota,6,As]",-0.071565895491759,185172,ALTA,16.175750137192587
"[1, 6, 10, 12]",Rey-Sota-6-As,4,POSTRE (J4),3,3,"Mantener [Rey,Sota,6] / Descartar [As]",-0.2738534983690839,185172,ALTA,10.793434254806709
"[1, 6, 11, 11]",Caballo-Caballo-6-As,1,MANO (J1),1,9,"Mantener [Caballo,Caballo] / Descartar [6,As]",1.392071688942892,32920,ALTA,59.50852974005145
"[1, 6, 11, 11]",Caballo-Caballo-6-As,1,MANO (J1),2,3,"Mantener [Caballo,Caballo,6] / Descartar [As]",0.8633657351154314,32920,ALTA,20.670503897417873
"[1, 6, 11, 11]",Caballo-Caballo-6-As,1,MANO (J1),3,2,"Mantener [Caballo,Caballo,As] / Descartar [6]",0.4447448359659781,32920,ALTA,8.948321325504512
"[1, 6, 11, 11]",Caballo-Caballo-6-As,2,POSTRE (J2),1,9,"Mantener [Caballo,Caballo] / Descartar [6,As]",0.9686546882077608,33115,ALTA,56.131064371174396
"[1, 6, 11, 11]",Caballo-Caballo-6-As,2,POSTRE (J2),2,3,"Mantener [Caballo,Caballo,6] / Descartar [As]",0.5784085761739393,33115,ALTA,25.71815511771564
"[1, 6, 11, 11]",Caballo-Caballo-6-As,2,POSTRE (J2),3,2,"Mantener [Caballo,Caballo,As] / Descartar [6]",-0.0913785293673561,33115,ALTA,6.7370554743931335
"[1, 6, 11, 11]",Caballo-Caballo-6-As,3,MANO (J3),1,9,"Mantener [Caballo,Caballo] / Descartar [6,As]",1.4701267536303224,32504,ALTA,54.11056966735677
"[1, 6, 11, 11]",Caballo-Caballo-6-As,3,MANO (J3),2,3,"Mantener [Caballo,Caballo,6] / Descartar [As]",1.0846357371400444,32504,ALTA,25.029309209682772
"[1, 6, 11, 11]",Caballo-Caballo-6-As,3,MANO (J3),3,2,"Mantener [Caballo,Caballo,As] / Descartar [6]",0.5424255476249077,32504,ALTA,8.462351816995897
"[1, 6, 11, 11]",Caballo-Caballo-6-As,4,POSTRE (J4),1,9,"Mantener [Caballo,Caballo] / Descartar [6,As]",0.963529447609762,32821,ALTA,52.79985332953594
"[1, 6, 11, 11]",Caballo-Caballo-6-As,4,POSTRE (J4),2,3,"Mantener [Caballo,Caballo,6] / Descartar [As]",0.6294750312300051,32821,ALTA,27.069282017644124
"[1, 6, 11, 11]",Caballo-Caballo-6-As,4,POSTRE (J4),3,2,"Mantener [Caballo,Caballo,As] / Descartar [6]",-0.052496876999482,32821,ALTA,6.920276764087721
"[1, 6, 11, 12]",Rey-Caballo-6-As,1,MANO (J1),1,9,"Mantener [Rey,Caballo] / Descartar [6,As]",0.948956442831216,185136,ALTA,46.276147945028924
"[1, 6, 11, 12]",Rey-Caballo-6-As,1,MANO (J1),2,13,"Mantener [Rey] / Descartar [Caballo,6,As]",0.5087719298245614,185136,ALTA,19.187473402593795
"[1, 6, 11, 12]",Rey-Caballo-6-As,1,MANO (J1),3,3,"Mantener [Rey,Caballo,6] / Descartar [As]",0.0883674704001382,185136,ALTA,8.276736269269891
"[1, 6, 11, 12]",Rey-Caballo-6-As,2,POSTRE (J2),1,9,"Mantener [Rey,Caballo] / Descartar [6,As]",0.5178940012900451,186040,ALTA,42.841323802781986
"[1, 6, 11, 12]",Rey-Caballo-6-As,2,POSTRE (J2),2,13,"Mantener [Rey] / Descartar [Caballo,6,As]",0.0781068587400559,186040,ALTA,17.77741552718498
"[1, 6, 11, 12]",Rey-Caballo-6-As,2,POSTRE (J2),3,3,"Mantener [Rey,Caballo,6] / Descartar [As]",-0.1796925392388733,186040,ALTA,10.615657831731857
"[1, 6, 11, 12]",Rey-Caballo-6-As,3,MANO (J3),1,9,"Mantener [Rey,Caballo] / Descartar [6,As]",0.796773002270086,184134,ALTA,37.39600178671611
"[1, 6, 11, 12]",Rey-Caballo-6-As,3,MANO (J3),2,13,"Mantener [Rey] / Descartar [Caballo,6,As]",0.4310176284662257,184134,ALTA,17.99426411795472
"[1, 6, 11, 12]",Rey-Caballo-6-As,3,MANO (J3),3,3,"Mantener [Rey,Caballo,6] / Descartar [As]",0.0708179912455059,184134,ALTA,8.755252207344888
"[1, 6, 11, 12]",Rey-Caballo-6-As,4,POSTRE (J4),1,9,"Mantener [Rey,Caballo] / Descartar [6,As]",0.3034973742623572,184710,ALTA,34.245863220376634
"[1, 6, 11, 12]",Rey-Caballo-6-As,4,POSTRE (J4),2,13,"Mantener [Rey] / Descartar [Caballo,6,As]",-0.0658708245357587,184710,ALTA,16.359837165736373
"[1, 6, 11, 12]",Rey-Caballo-6-As,4,POSTRE (J4),3,3,"Mantener [Rey,Caballo,6] / Descartar [As]",-0.2959125115045206,184710,ALTA,10.326836620961476
"[1, 6, 12, 12]",Rey-Rey-6-As,1,MANO (J1),1,9,"Mantener [Rey,Rey] / Descartar [6,As]",2.8253276605074027,145959,ALTA,70.47026294464798
"[1, 6, 12, 12]",Rey-Rey-6-As,1,MANO (J1),2,3,"Mantener [Rey,Rey,6] / Descartar [As]",2.223185963181441,145959,ALTA,21.13451368840807
"[1, 6, 12, 12]",Rey-Rey-6-As,1,MANO (J1),3,2,"Mantener [Rey,Rey,As] / Descartar [6]",1.6213251666563897,145959,ALTA,6.341947075044209
"[1, 6, 12, 12]",Rey-Rey-6-As,2,POSTRE (J2),1,9,"Mantener [Rey,Rey] / Descartar [6,As]",2.300885252498156,149110,ALTA,68.6661729672949
"[1, 6, 12, 12]",Rey-Rey-6-As,2,POSTRE (J2),2,3,"Mantener [Rey,Rey,6] / Descartar [As]",1.762698678827711,149110,ALTA,23.403452236540765
"[1, 6, 12, 12]",Rey-Rey-6-As,2,POSTRE (J2),3,2,"Mantener [Rey,Rey,As] / Descartar [6]",0.9585675005029844,149110,ALTA,4.686196095503886
"[1, 6, 12, 12]",Rey-Rey-6-As,3,MANO (J3),1,9,"Mantener [Rey,Rey] / Descartar [6,As]",2.424035986197075,146056,ALTA,68.65985064541637
"[1, 6, 12, 12]",Rey-Rey-6-As,3,MANO (J3),2,3,"Mantener [Rey,Rey,6] / Descartar [As]",1.8297296927206004,146056,ALTA,20.916786654475676
"[1, 6, 12, 12]",Rey-Rey-6-As,3,MANO (J3),3,2,"Mantener [Rey,Rey,As] / Descartar [6]",1.212069343265597,146056,ALTA,6.081378072072845
"[1, 6, 12, 12]",Rey-Rey-6-As,4,POSTRE (J4),1,9,"Mantener [Rey,Rey] / Descartar [6,As]",1.8628217112651904,148697,ALTA,66.30053364112646
"[1, 6, 12, 12]",Rey-Rey-6-As,4,POSTRE (J4),2,3,"Mantener [Rey,Rey,6] / Descartar [As]",1.3363215128751758,148697,ALTA,23.131551451024286
"[1, 6, 12, 12]",Rey-Rey-6-As,4,POSTRE (J4),3,2,"Mantener [Rey,Rey,As] / Descartar [6]",0.5039173621525653,148697,ALTA,4.377112444872484
"[1, 6, 6, 10]",Sota-6-6-As,1,MANO (J1),1,3,"Mantener [Sota,6,6] / Descartar [As]",-0.080029323721669,32738,ALTA,20.223661625822466
"[1, 6, 6, 10]",Sota-6-6-As,1,MANO (J1),2,13,"Mantener [Sota] / Descartar [6,6,As]",-0.1085283157187366,32738,ALTA,19.10318934473018
"[1, 6, 6, 10]",Sota-6-6-As,1,MANO (J1),3,6,"Mantener [6,6] / Descartar [Sota,As]",-0.4188710367157431,32738,ALTA,10.269412948432569
"[1, 6, 6, 10]",Sota-6-6-As,2,POSTRE (J2),1,3,"Mantener [Sota,6,6] / Descartar [As]",-0.3962615680645063,32741,ALTA,21.69995208826296
"[1, 6, 6, 10]",Sota-6-6-As,2,POSTRE (J2),2,13,"Mantener [Sota] / Descartar [6,6,As]",-0.4844384716410617,32741,ALTA,18.191532625663413
"[1, 6, 6, 10]",Sota-6-6-As,2,POSTRE (J2),3,6,"Mantener [6,6] / Descartar [Sota,As]",-0.6874255520601081,32741,ALTA,12.121516355298233
"[1, 6, 6, 10]",Sota-6-6-As,3,MANO (J3),1,3,"Mantener [Sota,6,6] / Descartar [As]",0.2390946250991397,32782,ALTA,20.83296334683956
"[1, 6, 6, 10]",Sota-6-6-As,3,MANO (J3),2,6,"Mantener [6,6] / Descartar [Sota,As]",0.0289488133731926,32782,ALTA,13.684241086802796
"[1, 6, 6, 10]",Sota-6-6-As,3,MANO (J3),3,13,"Mantener [Sota] / Descartar [6,6,As]",0.0267829906656091,32782,ALTA,13.62509400122226
"[1, 6, 6, 10]",Sota-6-6-As,4,POSTRE (J4),1,3,"Mantener [Sota,6,6] / Descartar [As]",-0.1695280290443665,32502,ALTA,23.17834013023351
"[1, 6, 6, 10]",Sota-6-6-As,4,POSTRE (J4),2,6,"Mantener [6,6] / Descartar [Sota,As]",-0.4075133837917666,32502,ALTA,14.400278087267967
"[1, 6, 6, 10]",Sota-6-6-As,4,POSTRE (J4),3,13,"Mantener [Sota] / Descartar [6,6,As]",-0.4744938772998585,32502,ALTA,12.594831495022326
"[1, 6, 6, 11]",Caballo-6-6-As,1,MANO (J1),1,13,"Mantener [Caballo] / Descartar [6,6,As]",-0.1604307522868418,32687,ALTA,19.136370143687824
"[1, 6, 6, 11]",Caballo-6-6-As,1,MANO (J1),2,3,"Mantener [Caballo,6,6] / Descartar [As]",-0.2127451280325511,32687,ALTA,17.235340720599847
"[1, 6, 6, 11]",Caballo-6-6-As,1,MANO (J1),3,6,"Mantener [6,6] / Descartar [Caballo,As]",-0.4025453544222473,32687,ALTA,11.791294631397951
"[1, 6, 6, 11]",Caballo-6-6-As,2,POSTRE (J2),1,3,"Mantener [Caballo,6,6] / Descartar [As]",-0.498809669149066,32764,ALTA,19.897872778251706
"[1, 6, 6, 11]",Caballo-6-6-As,2,POSTRE (J2),2,13,"Mantener [Caballo] / Descartar [6,6,As]",-0.5731595653766329,32764,ALTA,17.148539986342666
"[1, 6, 6, 11]",Caballo-6-6-As,2,POSTRE (J2),3,6,"Mantener [6,6] / Descartar [Caballo,As]",-0.7186240996215358,32764,ALTA,12.819711784179377
"[1, 6, 6, 11]",Caballo-6-6-As,3,MANO (J3),1,3,"Mantener [Caballo,6,6] / Descartar [As]",0.1283063923585599,32664,ALTA,18.237708008392616
"[1, 6, 6, 11]",Caballo-6-6-As,3,MANO (J3),2,6,"Mantener [6,6] / Descartar [Caballo,As]",0.027981876071516,32664,ALTA,14.922084349717418
"[1, 6, 6, 11]",Caballo-6-6-As,3,MANO (J3),3,13,"Mantener [Caballo] / Descartar [6,6,As]",-0.01821577271614,32664,ALTA,13.605130838980884
"[1, 6, 6, 11]",Caballo-6-6-As,4,POSTRE (J4),1,3,"Mantener [Caballo,6,6] / Descartar [As]",-0.2400392000735001,32653,ALTA,21.611743098355063
"[1, 6, 6, 11]",Caballo-6-6-As,4,POSTRE (J4),2,6,"Mantener [6,6] / Descartar [Caballo,As]",-0.3779438336446881,32653,ALTA,16.40239829728832
"[1, 6, 6, 11]",Caballo-6-6-As,4,POSTRE (J4),3,0,"Mantener [6,6,As] / Descartar [Caballo]",-0.4779040210700395,32653,ALTA,13.430217250703794
"[1, 6, 6, 12]",Rey-6-6-As,1,MANO (J1),1,13,"Mantener [Rey] / Descartar [6,6,As]",0.5186626940755491,66791,ALTA,36.089296736555866
"[1, 6, 6, 12]",Rey-6-6-As,1,MANO (J1),2,3,"Mantener [Rey,6,6] / Descartar [As]",0.1142070039376562,66791,ALTA,16.072101644417895
"[1, 6, 6, 12]",Rey-6-6-As,1,MANO (J1),3,8,"Mantener [Rey,6] / Descartar [6,As]",-0.2384602715934781,66791,ALTA,7.938706881685706
"[1, 6, 6, 12]",Rey-6-6-As,2,POSTRE (J2),1,13,"Mantener [Rey] / Descartar [6,6,As]",0.0063010188881606,67132,ALTA,27.385147192813257
"[1, 6, 6, 12]",Rey-6-6-As,2,POSTRE (J2),2,3,"Mantener [Rey,6,6] / Descartar [As]",-0.1058809509622832,67132,ALTA,21.881397649538386
"[1, 6, 6, 12]",Rey-6-6-As,2,POSTRE (J2),3,6,"Mantener [6,6] / Descartar [Rey,As]",-0.5313412381576595,67132,ALTA,9.343830435846263
"[1, 6, 6, 12]",Rey-6-6-As,3,MANO (J3),1,13,"Mantener [Rey] / Descartar [6,6,As]",0.4212023114392037,66106,ALTA,23.341342035468006
"[1, 6, 6, 12]",Rey-6-6-As,3,MANO (J3),2,3,"Mantener [Rey,6,6] / Descartar [As]",0.3644752367409917,66106,ALTA,20.837869391916776
"[1, 6, 6, 12]",Rey-6-6-As,3,MANO (J3),3,6,"Mantener [6,6] / Descartar [Rey,As]",0.0416906180982059,66106,ALTA,10.926627912615276
"[1, 6, 6, 12]",Rey-6-6-As,4,POSTRE (J4),1,3,"Mantener [Rey,6,6] / Descartar [As]",0.0396902807580918,66641,ALTA,24.87568080172689
"[1, 6, 6, 12]",Rey-6-6-As,4,POSTRE (J4),2,13,"Mantener [Rey] / Descartar [6,6,As]",-0.1174952356657313,66641,ALTA,18.165416947173885
"[1, 6, 6, 12]",Rey-6-6-As,4,POSTRE (J4),3,6,"Mantener [6,6] / Descartar [Rey,As]",-0.2968292792725199,66641,ALTA,12.69047270871862
"[1, 6, 6, 6]",6-6-6-As,1,MANO (J1),1,3,"Mantener [6,6,6] / Descartar [As]",0.804,4500,ALTA,64.97007660981518
"[1, 6, 6, 6]",6-6-6-As,1,MANO (J1),2,8,"Mantener [6,6] / Descartar [6,As]",-0.474,4500,ALTA,5.042625122124841
"[1, 6, 6, 6]",6-6-6-As,1,MANO (J1),3,14,"Mantener [Nada] / Descartar [6,6,6,As]",-0.5013333333333333,4500,ALTA,4.774360973233223
"[1, 6, 6, 6]",6-6-6-As,2,POSTRE (J2),1,3,"Mantener [6,6,6] / Descartar [As]",0.3205407762756214,4586,ALTA,56.94280308522197
"[1, 6, 6, 6]",6-6-6-As,2,POSTRE (J2),2,6,"Mantener [6,6] / Descartar [6,As]",-0.752725686873092,4586,ALTA,6.6559712433154585
"[1, 6, 6, 6]",6-6-6-As,2,POSTRE (J2),3,1,"Mantener [6,6,As] / Descartar [6]",-0.8853030963802878,4586,ALTA,5.105710218523657
"[1, 6, 6, 6]",6-6-6-As,3,MANO (J3),1,3,"Mantener [6,6,6] / Descartar [As]",1.0414346179550011,4489,ALTA,52.13361819430516
"[1, 6, 6, 6]",6-6-6-As,3,MANO (J3),2,9,"Mantener [6,6] / Descartar [6,As]",0.0461127199821786,4489,ALTA,7.1218406307385616
"[1, 6, 6, 6]",6-6-6-As,3,MANO (J3),3,6,"Mantener [6,6] / Descartar [6,As]",-0.0113611049231454,4489,ALTA,6.348499957016262
