mano,posicion,mascara_idx,reward_promedio,n_visitas
"[1, 1, 1, 10]",1,0,1.09375,448
"[1, 1, 1, 10]",1,13,0.39732142857142855,448
"[1, 1, 1, 10]",1,14,-0.12946428571428573,448
"[1, 1, 1, 10]",1,5,-0.375,448
"[1, 1, 1, 10]",1,6,-0.4642857142857143,448
"[1, 1, 1, 10]",1,3,-0.5915178571428571,448
"[1, 1, 1, 10]",1,2,-0.6383928571428571,448
"[1, 1, 1, 10]",1,11,-0.6696428571428571,448
"[1, 1, 1, 10]",1,4,-0.8392857142857143,448
"[1, 1, 1, 10]",1,12,-0.9285714285714286,448
"[1, 1, 1, 10]",1,1,-0.9709821428571429,448
"[1, 1, 1, 10]",1,10,-0.9821428571428571,448
"[1, 1, 1, 10]",1,7,-1.0379464285714286,448
"[1, 1, 1, 10]",1,8,-1.0714285714285714,448
"[1, 1, 1, 10]",1,9,-1.0982142857142858,448
"[1, 1, 1, 11]",1,0,1.1816192560175054,457
"[1, 1, 1, 11]",1,13,0.2975929978118162,457
"[1, 1, 1, 11]",1,14,0.18161925601750548,457
"[1, 1, 1, 11]",1,5,-0.42669584245076586,457
"[1, 1, 1, 11]",1,4,-0.5054704595185996,457
"[1, 1, 1, 11]",1,6,-0.5273522975929978,457
"[1, 1, 1, 11]",1,10,-0.6717724288840262,457
"[1, 1, 1, 11]",1,12,-0.7789934354485777,457
"[1, 1, 1, 11]",1,3,-0.7986870897155361,457
"[1, 1, 1, 11]",1,7,-0.9343544857768052,457
"[1, 1, 1, 11]",1,2,-1.0700218818380745,457
"[1, 1, 1, 11]",1,9,-1.1334792122538293,457
"[1, 1, 1, 11]",1,11,-1.188183807439825,457
"[1, 1, 1, 11]",1,1,-1.1947483588621444,457
"[1, 1, 1, 11]",1,8,-1.2385120350109409,457
"[1, 1, 1, 12]",1,0,1.135752688172043,744
"[1, 1, 1, 12]",1,13,1.1196236559139785,744
"[1, 1, 1, 12]",1,5,-0.23118279569892472,744
"[1, 1, 1, 12]",1,14,-0.2661290322580645,744
"[1, 1, 1, 12]",1,3,-0.30913978494623656,744
"[1, 1, 1, 12]",1,4,-0.42473118279569894,744
"[1, 1, 1, 12]",1,2,-0.4260752688172043,744
"[1, 1, 1, 12]",1,9,-0.4838709677419355,744
"[1, 1, 1, 12]",1,8,-0.5309139784946236,744
"[1, 1, 1, 12]",1,1,-0.6290322580645161,744
"[1, 1, 1, 12]",1,6,-0.6303763440860215,744
"[1, 1, 1, 12]",1,7,-0.8615591397849462,744
"[1, 1, 1, 12]",1,10,-0.8615591397849462,744
"[1, 1, 1, 12]",1,11,-1.10752688172043,744
"[1, 1, 1, 12]",1,12,-1.1720430107526882,744
"[1, 1, 1, 1]",1,0,2.272727272727273,11
"[1, 1, 1, 1]",1,1,2.272727272727273,11
"[1, 1, 1, 1]",1,2,2.090909090909091,11
"[1, 1, 1, 1]",1,6,1.7272727272727273,11
"[1, 1, 1, 1]",1,3,1.6363636363636365,11
"[1, 1, 1, 1]",1,14,1.5454545454545454,11
"[1, 1, 1, 1]",1,5,1.2727272727272727,11
"[1, 1, 1, 1]",1,7,0.45454545454545453,11
"[1, 1, 1, 1]",1,9,0.09090909090909091,11
"[1, 1, 1, 1]",1,13,0.09090909090909091,11
"[1, 1, 1, 1]",1,4,-0.7272727272727273,11
"[1, 1, 1, 1]",1,8,-0.7272727272727273,11
"[1, 1, 1, 1]",1,10,-1.3636363636363635,11
"[1, 1, 1, 1]",1,12,-1.7272727272727273,11
"[1, 1, 1, 1]",1,11,-1.8181818181818181,11
"[1, 1, 1, 4]",1,0,0.6603325415676959,421
"[1, 1, 1, 4]",1,14,0.19477434679334918,421
"[1, 1, 1, 4]",1,6,-0.5391923990498813,421
"[1, 1, 1, 4]",1,5,-0.7363420427553444,421
"[1, 1, 1, 4]",1,2,-0.7885985748218527,421
"[1, 1, 1, 4]",1,4,-0.9287410926365796,421
"[1, 1, 1, 4]",1,3,-0.9881235154394299,421
"[1, 1, 1, 4]",1,10,-1.009501187648456,421
"[1, 1, 1, 4]",1,12,-1.009501187648456,421
"[1, 1, 1, 4]",1,1,-1.0570071258907363,421
"[1, 1, 1, 4]",1,13,-1.2280285035629455,421
"[1, 1, 1, 4]",1,11,-1.4631828978622328,421
"[1, 1, 1, 4]",1,9,-1.657957244655582,421
"[1, 1, 1, 4]",1,7,-1.665083135391924,421
"[1, 1, 1, 4]",1,8,-1.836104513064133,421
"[1, 1, 1, 5]",1,0,0.8382352941176471,408
"[1, 1, 1, 5]",1,6,-0.31862745098039214,408
"[1, 1, 1, 5]",1,1,-0.34558823529411764,408
"[1, 1, 1, 5]",1,3,-0.5588235294117647,408
"[1, 1, 1, 5]",1,2,-0.6029411764705882,408
"[1, 1, 1, 5]",1,14,-0.6176470588235294,408
"[1, 1, 1, 5]",1,12,-0.6446078431372549,408
"[1, 1, 1, 5]",1,5,-0.6911764705882353,408
"[1, 1, 1, 5]",1,10,-0.7303921568627451,408
"[1, 1, 1, 5]",1,13,-0.8529411764705882,408
"[1, 1, 1, 5]",1,8,-0.9362745098039216,408
"[1, 1, 1, 5]",1,4,-0.9534313725490197,408
"[1, 1, 1, 5]",1,11,-0.9852941176470589,408
"[1, 1, 1, 5]",1,9,-1.3676470588235294,408
"[1, 1, 1, 5]",1,7,-1.5269607843137254,408
"[1, 1, 1, 6]",1,0,1.0596026490066226,453
"[1, 1, 1, 6]",1,6,-0.16556291390728478,453
"[1, 1, 1, 6]",1,4,-0.2913907284768212,453
"[1, 1, 1, 6]",1,2,-0.6710816777041942,453
"[1, 1, 1, 6]",1,14,-0.6931567328918322,453
"[1, 1, 1, 6]",1,1,-0.7350993377483444,453
"[1, 1, 1, 6]",1,13,-0.7593818984547461,453
"[1, 1, 1, 6]",1,3,-0.8233995584988962,453
"[1, 1, 1, 6]",1,5,-0.9955849889624724,453
"[1, 1, 1, 6]",1,12,-1.163355408388521,453
"[1, 1, 1, 6]",1,10,-1.2141280353200883,453
"[1, 1, 1, 6]",1,11,-1.2428256070640176,453
"[1, 1, 1, 6]",1,8,-1.4304635761589404,453
"[1, 1, 1, 6]",1,7,-1.4944812362030906,453
"[1, 1, 1, 6]",1,9,-1.6865342163355408,453
"[1, 1, 1, 7]",1,0,0.8646788990825688,436
"[1, 1, 1, 7]",1,4,-0.1926605504587156,436
"[1, 1, 1, 7]",1,13,-0.29128440366972475,436
"[1, 1, 1, 7]",1,14,-0.46559633027522934,436
"[1, 1, 1, 7]",1,5,-0.47477064220183485,436
"[1, 1, 1, 7]",1,6,-0.5756880733944955,436
"[1, 1, 1, 7]",1,3,-0.5871559633027523,436
"[1, 1, 1, 7]",1,10,-0.6490825688073395,436
"[1, 1, 1, 7]",1,1,-0.8371559633027523,436
"[1, 1, 1, 7]",1,2,-0.8715596330275229,436
"[1, 1, 1, 7]",1,11,-0.8967889908256881,436
"[1, 1, 1, 7]",1,12,-1.224770642201835,436
"[1, 1, 1, 7]",1,9,-1.3555045871559632,436
"[1, 1, 1, 7]",1,8,-1.5206422018348624,436
"[1, 1, 1, 7]",1,7,-1.7912844036697249,436
"[1, 1, 10, 10]",1,9,1.7560975609756098,41
"[1, 1, 10, 10]",1,12,1.2195121951219512,41
"[1, 1, 10, 10]",1,5,0.4878048780487805,41
"[1, 1, 10, 10]",1,3,0.21951219512195122,41
"[1, 1, 10, 10]",1,2,0.17073170731707318,41
"[1, 1, 10, 10]",1,4,0.04878048780487805,41
"[1, 1, 10, 10]",1,13,-0.6341463414634146,41
"[1, 1, 10, 10]",1,6,-0.8292682926829268,41
"[1, 1, 10, 10]",1,10,-0.9512195121951219,41
"[1, 1, 10, 10]",1,14,-1.0975609756097562,41
"[1, 1, 10, 10]",1,8,-1.1219512195121952,41
"[1, 1, 10, 10]",1,1,-1.2682926829268293,41
"[1, 1, 10, 10]",1,7,-1.5121951219512195,41
"[1, 1, 10, 10]",1,0,-1.6585365853658536,41
"[1, 1, 10, 10]",1,11,-1.6585365853658536,41
"[1, 1, 10, 11]",1,9,0.8168044077134986,5082
"[1, 1, 10, 11]",1,13,0.26898858717040536,5082
"[1, 1, 10, 11]",1,12,0.18614718614718614,5082
"[1, 1, 10, 11]",1,14,-0.05568673750491932,5082
"[1, 1, 10, 11]",1,4,-0.2369146005509642,5082
"[1, 1, 10, 11]",1,3,-0.44805194805194803,5082
"[1, 1, 10, 11]",1,2,-0.4685163321526958,5082
"[1, 1, 10, 11]",1,0,-0.5019677292404565,5082
"[1, 1, 10, 11]",1,1,-0.6619441164895711,5082
"[1, 1, 10, 11]",1,5,-0.6857536402990948,5082
"[1, 1, 10, 11]",1,6,-0.7298307752853207,5082
"[1, 1, 10, 11]",1,11,-0.7963400236127509,5082
"[1, 1, 10, 11]",1,10,-0.8083431719795356,5082
"[1, 1, 10, 11]",1,7,-0.8185753640299095,5082
"[1, 1, 10, 11]",1,8,-0.9183392365210548,5082
"[1, 1, 10, 12]",1,9,1.3836498944796178,9003
"[1, 1, 10, 12]",1,13,0.9828945906919916,9003
"[1, 1, 10, 12]",1,12,0.2829056981006331,9003
"[1, 1, 10, 12]",1,4,-0.05742530267688548,9003
"[1, 1, 10, 12]",1,14,-0.10374319671220704,9003
"[1, 1, 10, 12]",1,1,-0.2588026213484394,9003
"[1, 1, 10, 12]",1,7,-0.3018993668777074,9003
"[1, 1, 10, 12]",1,8,-0.3264467399755637,9003
"[1, 1, 10, 12]",1,3,-0.3696545595912474,9003
"[1, 1, 10, 12]",1,0,-0.4320781961568366,9003
"[1, 1, 10, 12]",1,2,-0.4690658669332445,9003
"[1, 1, 10, 12]",1,6,-0.7140953015661446,9003
"[1, 1, 10, 12]",1,5,-0.738309452404754,9003
"[1, 1, 10, 12]",1,11,-0.7467510829723426,9003
"[1, 1, 10, 12]",1,10,-0.7529712318116184,9003
"[1, 1, 11, 11]",1,9,1.5897435897435896,39
"[1, 1, 11, 11]",1,3,0.6410256410256411,39
"[1, 1, 11, 11]",1,12,0.5384615384615384,39
"[1, 1, 11, 11]",1,13,0.1282051282051282,39
"[1, 1, 11, 11]",1,2,-0.3076923076923077,39
"[1, 1, 11, 11]",1,6,-0.46153846153846156,39
"[1, 1, 11, 11]",1,8,-0.6153846153846154,39
"[1, 1, 11, 11]",1,11,-0.717948717948718,39
"[1, 1, 11, 11]",1,4,-0.8205128205128205,39
"[1, 1, 11, 11]",1,14,-0.8205128205128205,39
"[1, 1, 11, 11]",1,1,-1.1282051282051282,39
"[1, 1, 11, 11]",1,7,-1.1282051282051282,39
"[1, 1, 11, 11]",1,10,-1.1282051282051282,39
"[1, 1, 11, 11]",1,0,-1.3333333333333333,39
"[1, 1, 11, 11]",1,5,-1.9743589743589745,39
"[1, 1, 11, 12]",1,9,1.300125313283208,7980
"[1, 1, 11, 12]",1,13,1.0220551378446114,7980
"[1, 1, 11, 12]",1,12,0.2525062656641604,7980
"[1, 1, 11, 12]",1,4,-0.11741854636591478,7980
"[1, 1, 11, 12]",1,14,-0.12794486215538847,7980
"[1, 1, 11, 12]",1,1,-0.17694235588972432,7980
"[1, 1, 11, 12]",1,8,-0.3100250626566416,7980
"[1, 1, 11, 12]",1,3,-0.412781954887218,7980
"[1, 1, 11, 12]",1,7,-0.4224310776942356,7980
"[1, 1, 11, 12]",1,2,-0.4512531328320802,7980
"[1, 1, 11, 12]",1,0,-0.5991228070175438,7980
"[1, 1, 11, 12]",1,6,-0.7427318295739348,7980
"[1, 1, 11, 12]",1,10,-0.7580200501253133,7980
"[1, 1, 11, 12]",1,5,-0.7690476190476191,7980
"[1, 1, 11, 12]",1,11,-0.8738095238095238,7980
"[1, 1, 12, 12]",1,9,3.046875,64
"[1, 1, 12, 12]",1,2,1.875,64
"[1, 1, 12, 12]",1,13,1.8125,64
"[1, 1, 12, 12]",1,3,1.609375,64
"[1, 1, 12, 12]",1,12,1.0,64
"[1, 1, 12, 12]",1,5,0.8125,64
"[1, 1, 12, 12]",1,14,0.453125,64
"[1, 1, 12, 12]",1,0,0.125,64
"[1, 1, 12, 12]",1,7,0.0625,64
"[1, 1, 12, 12]",1,10,-0.1875,64
"[1, 1, 12, 12]",1,4,-0.375,64
"[1, 1, 12, 12]",1,6,-0.53125,64
"[1, 1, 12, 12]",1,1,-0.578125,64
"[1, 1, 12, 12]",1,8,-1.078125,64
"[1, 1, 12, 12]",1,11,-1.15625,64
"[1, 1, 4, 10]",1,13,0.47313084112149534,4280
"[1, 1, 4, 10]",1,14,-0.11822429906542056,4280
"[1, 1, 4, 10]",1,4,-0.3897196261682243,4280
"[1, 1, 4, 10]",1,0,-0.527803738317757,4280
"[1, 1, 4, 10]",1,1,-0.6642523364485982,4280
"[1, 1, 4, 10]",1,9,-0.7065420560747664,4280
"[1, 1, 4, 10]",1,8,-0.7759345794392524,4280
"[1, 1, 4, 10]",1,10,-0.8885514018691589,4280
"[1, 1, 4, 10]",1,7,-0.9616822429906542,4280
"[1, 1, 4, 10]",1,11,-0.9684579439252337,4280
"[1, 1, 4, 10]",1,12,-0.9813084112149533,4280
"[1, 1, 4, 10]",1,6,-1.280373831775701,4280
"[1, 1, 4, 10]",1,5,-1.3714953271028036,4280
"[1, 1, 4, 10]",1,3,-1.5264018691588785,4280
"[1, 1, 4, 10]",1,2,-1.5570093457943925,4280
"[1, 1, 4, 11]",1,13,0.3134186818397345,4218
"[1, 1, 4, 11]",1,14,-0.09886201991465149,4218
"[1, 1, 4, 11]",1,4,-0.22190611664295876,4218
"[1, 1, 4, 11]",1,0,-0.6263632053105738,4218
"[1, 1, 4, 11]",1,1,-0.7702702702702703,4218
"[1, 1, 4, 11]",1,9,-0.8240872451398767,4218
"[1, 1, 4, 11]",1,7,-0.878615457562826,4218
"[1, 1, 4, 11]",1,10,-0.9075391180654339,4218
"[1, 1, 4, 11]",1,8,-0.9172593646277857,4218
"[1, 1, 4, 11]",1,11,-0.9755808440018966,4218
"[1, 1, 4, 11]",1,12,-1.0419630156472262,4218
"[1, 1, 4, 11]",1,5,-1.2546230440967283,4218
"[1, 1, 4, 11]",1,6,-1.2892366050260786,4218
"[1, 1, 4, 11]",1,3,-1.5725462304409672,4218
"[1, 1, 4, 11]",1,2,-1.7297297297297298,4218
"[1, 1, 4, 12]",1,13,0.9344300548360751,8571
"[1, 1, 4, 12]",1,14,-0.11410570528526426,8571
"[1, 1, 4, 12]",1,4,-0.2709135456772839,8571
"[1, 1, 4, 12]",1,9,-0.3045152257612881,8571
"[1, 1, 4, 12]",1,7,-0.3728853109322133,8571
"[1, 1, 4, 12]",1,8,-0.43658849609147127,8571
"[1, 1, 4, 12]",1,0,-0.44020534360051333,8571
"[1, 1, 4, 12]",1,1,-0.4466223311165558,8571
"[1, 1, 4, 12]",1,10,-0.829074787072687,8571
"[1, 1, 4, 12]",1,12,-0.8416754171041886,8571
"[1, 1, 4, 12]",1,11,-0.8483257496208144,8571
"[1, 1, 4, 12]",1,6,-1.219694318049236,8571
"[1, 1, 4, 12]",1,5,-1.268230078170575,8571
"[1, 1, 4, 12]",1,3,-1.5110255512775639,8571
"[1, 1, 4, 12]",1,2,-1.5756621164391553,8571
"[1, 1, 4, 4]",1,9,0.05714285714285714,35
"[1, 1, 4, 4]",1,2,-0.05714285714285714,35
"[1, 1, 4, 4]",1,14,-0.2,35
"[1, 1, 4, 4]",1,3,-0.3142857142857143,35
"[1, 1, 4, 4]",1,1,-0.8571428571428571,35
"[1, 1, 4, 4]",1,13,-0.8571428571428571,35
"[1, 1, 4, 4]",1,6,-0.9714285714285714,35
"[1, 1, 4, 4]",1,5,-1.0,35
"[1, 1, 4, 4]",1,7,-1.0857142857142856,35
"[1, 1, 4, 4]",1,10,-1.1142857142857143,35
"[1, 1, 4, 4]",1,0,-1.1428571428571428,35
"[1, 1, 4, 4]",1,11,-1.2571428571428571,35
"[1, 1, 4, 4]",1,4,-1.3142857142857143,35
"[1, 1, 4, 4]",1,8,-1.5142857142857142,35
"[1, 1, 4, 4]",1,12,-1.6571428571428573,35
"[1, 1, 4, 5]",1,14,-0.13701484761656682,3839
"[1, 1, 4, 5]",1,4,-0.2956499088304246,3839
"[1, 1, 4, 5]",1,0,-0.6561604584527221,3839
"[1, 1, 4, 5]",1,1,-0.7048710601719198,3839
"[1, 1, 4, 5]",1,13,-0.7236259442563168,3839
"[1, 1, 4, 5]",1,12,-0.7989059650950768,3839
"[1, 1, 4, 5]",1,10,-0.8450117218025528,3839
"[1, 1, 4, 5]",1,11,-0.9236780411565512,3839
"[1, 1, 4, 5]",1,8,-1.2930450638187028,3839
"[1, 1, 4, 5]",1,6,-1.3649387861422246,3839
"[1, 1, 4, 5]",1,5,-1.4352696014587132,3839
"[1, 1, 4, 5]",1,7,-1.449596249023183,3839
"[1, 1, 4, 5]",1,3,-1.482417296170878,3839
"[1, 1, 4, 5]",1,2,-1.4860640791872883,3839
"[1, 1, 4, 5]",1,9,-1.5438916384475123,3839
"[1, 1, 4, 6]",1,14,-0.10308236483072258,3958
"[1, 1, 4, 6]",1,4,-0.3858009095502779,3958
"[1, 1, 4, 6]",1,13,-0.5603840323395655,3958
"[1, 1, 4, 6]",1,0,-0.5828701364325417,3958
"[1, 1, 4, 6]",1,1,-0.6124305204648812,3958
"[1, 1, 4, 6]",1,12,-0.8198585144012127,3958
"[1, 1, 4, 6]",1,10,-0.8845376452753916,3958
"[1, 1, 4, 6]",1,11,-0.9123294593228903,3958
"[1, 1, 4, 6]",1,6,-1.2700859019706923,3958
"[1, 1, 4, 6]",1,7,-1.3615462354724608,3958
"[1, 1, 4, 6]",1,5,-1.4679130874178878,3958
"[1, 1, 4, 6]",1,8,-1.4722081859525014,3958
"[1, 1, 4, 6]",1,3,-1.5017685699848409,3958
"[1, 1, 4, 6]",1,9,-1.5022738756947953,3958
"[1, 1, 4, 6]",1,2,-1.6371905002526528,3958
"[1, 1, 4, 7]",1,14,-0.16548694166463265,4097
"[1, 1, 4, 7]",1,13,-0.3670978764949963,4097
"[1, 1, 4, 7]",1,4,-0.44666829387356605,4097
"[1, 1, 4, 7]",1,0,-0.6887966804979253,4097
"[1, 1, 4, 7]",1,1,-0.6946546253356114,4097
"[1, 1, 4, 7]",1,10,-0.9067610446668294,4097
"[1, 1, 4, 7]",1,12,-0.9177446912374908,4097
"[1, 1, 4, 7]",1,11,-0.9294605809128631,4097
"[1, 1, 4, 7]",1,9,-1.0424701000732244,4097
"[1, 1, 4, 7]",1,6,-1.4054185989748595,4097
"[1, 1, 4, 7]",1,5,-1.4249450817671467,4097
"[1, 1, 4, 7]",1,7,-1.4603368318281669,4097
"[1, 1, 4, 7]",1,8,-1.5111056870881132,4097
"[1, 1, 4, 7]",1,3,-1.5467415181840372,4097
"[1, 1, 4, 7]",1,2,-1.5579692457896022,4097
"[1, 1, 5, 10]",1,13,0.43083444890673805,4482
"[1, 1, 5, 10]",1,14,-0.15774207942882643,4482
"[1, 1, 5, 10]",1,4,-0.3183846497099509,4482
"[1, 1, 5, 10]",1,9,-0.392012494422133,4482
"[1, 1, 5, 10]",1,0,-0.49821508255243196,4482
"[1, 1, 5, 10]",1,1,-0.6401160196340919,4482
"[1, 1, 5, 10]",1,12,-0.6539491298527443,4482
"[1, 1, 5, 10]",1,7,-0.678937974118697,4482
"[1, 1, 5, 10]",1,10,-0.8119143239625167,4482
"[1, 1, 5, 10]",1,11,-0.8799643016510487,4482
"[1, 1, 5, 10]",1,8,-0.9781347612672914,4482
"[1, 1, 5, 10]",1,5,-1.1628737170905845,4482
"[1, 1, 5, 10]",1,6,-1.2782240071396698,4482
"[1, 1, 5, 10]",1,2,-1.5066934404283803,4482
"[1, 1, 5, 10]",1,3,-1.5223114680946006,4482
"[1, 1, 5, 11]",1,13,0.2759725400457666,4370
"[1, 1, 5, 11]",1,14,-0.12540045766590388,4370
"[1, 1, 5, 11]",1,4,-0.28421052631578947,4370
"[1, 1, 5, 11]",1,9,-0.5167048054919908,4370
"[1, 1, 5, 11]",1,0,-0.551487414187643,4370
"[1, 1, 5, 11]",1,12,-0.7734553775743707,4370
"[1, 1, 5, 11]",1,11,-0.7881006864988558,4370
"[1, 1, 5, 11]",1,10,-0.8118993135011442,4370
"[1, 1, 5, 11]",1,1,-0.851716247139588,4370
"[1, 1, 5, 11]",1,8,-0.9068649885583524,4370
"[1, 1, 5, 11]",1,7,-0.9549199084668192,4370
"[1, 1, 5, 11]",1,6,-1.2505720823798627,4370
"[1, 1, 5, 11]",1,5,-1.2537757437070938,4370
"[1, 1, 5, 11]",1,2,-1.6324942791762014,4370
"[1, 1, 5, 11]",1,3,-1.637070938215103,4370
"[1, 1, 5, 12]",1,13,1.0223880597014925,8978
"[1, 1, 5, 12]",1,9,0.014034306081532635,8978
"[1, 1, 5, 12]",1,14,-0.12530630429939854,8978
"[1, 1, 5, 12]",1,4,-0.21953664513254623,8978
"[1, 1, 5, 12]",1,1,-0.384161283136556,8978
"[1, 1, 5, 12]",1,8,-0.3984183559812876,8978
"[1, 1, 5, 12]",1,7,-0.42125194920917797,8978
"[1, 1, 5, 12]",1,0,-0.43350412118511916,8978
"[1, 1, 5, 12]",1,12,-0.7052795722878147,8978
"[1, 1, 5, 12]",1,11,-0.7646469146803297,8978
"[1, 1, 5, 12]",1,10,-0.7655379817331254,8978
"[1, 1, 5, 12]",1,5,-1.215415460013366,8978
"[1, 1, 5, 12]",1,6,-1.229783916239697,8978
"[1, 1, 5, 12]",1,3,-1.4880819781688572,8978
"[1, 1, 5, 12]",1,2,-1.5355312987302294,8978
"[1, 1, 5, 5]",1,14,1.1025641025641026,39
"[1, 1, 5, 5]",1,9,0.02564102564102564,39
"[1, 1, 5, 5]",1,3,-0.28205128205128205,39
"[1, 1, 5, 5]",1,12,-0.6153846153846154,39
"[1, 1, 5, 5]",1,5,-0.6666666666666666,39
"[1, 1, 5, 5]",1,4,-0.7948717948717948,39
"[1, 1, 5, 5]",1,1,-0.8717948717948718,39
"[1, 1, 5, 5]",1,11,-1.0512820512820513,39
"[1, 1, 5, 5]",1,8,-1.0769230769230769,39
"[1, 1, 5, 5]",1,10,-1.0769230769230769,39
"[1, 1, 5, 5]",1,0,-1.1794871794871795,39
"[1, 1, 5, 5]",1,2,-1.2820512820512822,39
"[1, 1, 5, 5]",1,7,-1.3076923076923077,39
"[1, 1, 5, 5]",1,13,-1.3846153846153846,39
"[1, 1, 5, 5]",1,6,-1.5897435897435896,39
"[1, 1, 5, 6]",1,14,0.04473161033797217,4024
"[1, 1, 5, 6]",1,4,-0.41674950298210733,4024
"[1, 1, 5, 6]",1,13,-0.6205268389662028,4024
"[1, 1, 5, 6]",1,0,-0.6230119284294234,4024
"[1, 1, 5, 6]",1,1,-0.6650099403578529,4024
"[1, 1, 5, 6]",1,12,-0.8205765407554672,4024
"[1, 1, 5, 6]",1,11,-0.8968687872763419,4024
"[1, 1, 5, 6]",1,10,-0.915506958250497,4024
"[1, 1, 5, 6]",1,9,-0.9353876739562624,4024
"[1, 1, 5, 6]",1,7,-1.319831013916501,4024
"[1, 1, 5, 6]",1,5,-1.4204771371769385,4024
"[1, 1, 5, 6]",1,6,-1.4398608349900597,4024
"[1, 1, 5, 6]",1,3,-1.4649602385685885,4024
"[1, 1, 5, 6]",1,8,-1.5129224652087476,4024
"[1, 1, 5, 6]",1,2,-1.598906560636183,4024
"[1, 1, 5, 7]",1,14,-0.11768918596323705,4189
"[1, 1, 5, 7]",1,4,-0.2769157316782048,4189
"[1, 1, 5, 7]",1,13,-0.312007639054667,4189
"[1, 1, 5, 7]",1,0,-0.5619479589400812,4189
"[1, 1, 5, 7]",1,1,-0.5991883504416329,4189
"[1, 1, 5, 7]",1,12,-0.7703509190737646,4189
"[1, 1, 5, 7]",1,10,-0.7894485557412271,4189
"[1, 1, 5, 7]",1,11,-0.9379326808307472,4189
"[1, 1, 5, 7]",1,9,-0.9470040582477919,4189
"[1, 1, 5, 7]",1,7,-1.2286941990928621,4189
"[1, 1, 5, 7]",1,5,-1.3048460253043686,4189
"[1, 1, 5, 7]",1,8,-1.3241823824301742,4189
"[1, 1, 5, 7]",1,6,-1.4105991883504416,4189
"[1, 1, 5, 7]",1,2,-1.4435426116018142,4189
"[1, 1, 5, 7]",1,3,-1.633564096443065,4189
"[1, 1, 6, 10]",1,13,0.2479320853286896,4594
"[1, 1, 6, 10]",1,14,-0.07771005659555942,4594
"[1, 1, 6, 10]",1,9,-0.12516325642141923,4594
"[1, 1, 6, 10]",1,4,-0.14148889856334348,4594
"[1, 1, 6, 10]",1,0,-0.4986939486286461,4594
"[1, 1, 6, 10]",1,12,-0.5476708750544188,4594
"[1, 1, 6, 10]",1,7,-0.6791467131040487,4594
"[1, 1, 6, 10]",1,1,-0.6841532433609055,4594
"[1, 1, 6, 10]",1,8,-0.7899434044405746,4594
"[1, 1, 6, 10]",1,11,-0.8315193730953417,4594
"[1, 1, 6, 10]",1,10,-0.8881149325206792,4594
"[1, 1, 6, 10]",1,6,-1.2020026121027427,4594
"[1, 1, 6, 10]",1,5,-1.2255115367871137,4594
"[1, 1, 6, 10]",1,3,-1.5034828036569439,4594
"[1, 1, 6, 10]",1,2,-1.5315629081410536,4594
"[1, 1, 6, 11]",1,13,0.2353198948290973,4564
"[1, 1, 6, 11]",1,14,-0.06288343558282208,4564
"[1, 1, 6, 11]",1,9,-0.3052147239263804,4564
"[1, 1, 6, 11]",1,4,-0.38540753724802806,4564
"[1, 1, 6, 11]",1,12,-0.5365907099035934,4564
"[1, 1, 6, 11]",1,0,-0.5806310254163015,4564
"[1, 1, 6, 11]",1,1,-0.6744084136722174,4564
"[1, 1, 6, 11]",1,7,-0.8177037686240141,4564
"[1, 1, 6, 11]",1,10,-0.8334794040315513,4564
"[1, 1, 6, 11]",1,11,-0.85056967572305,4564
"[1, 1, 6, 11]",1,8,-0.9524539877300614,4564
"[1, 1, 6, 11]",1,6,-1.230937773882559,4564
"[1, 1, 6, 11]",1,5,-1.2870289219982471,4564
"[1, 1, 6, 11]",1,2,-1.616783523225241,4564
"[1, 1, 6, 11]",1,3,-1.63102541630149,4564
"[1, 1, 6, 12]",1,13,0.953310502283105,8760
"[1, 1, 6, 12]",1,9,0.2493150684931507,8760
"[1, 1, 6, 12]",1,14,-0.1843607305936073,8760
"[1, 1, 6, 12]",1,1,-0.25947488584474887,8760
"[1, 1, 6, 12]",1,4,-0.25947488584474887,8760
"[1, 1, 6, 12]",1,8,-0.3339041095890411,8760
"[1, 1, 6, 12]",1,7,-0.44726027397260276,8760
"[1, 1, 6, 12]",1,0,-0.46244292237442924,8760
"[1, 1, 6, 12]",1,12,-0.5482876712328767,8760
"[1, 1, 6, 12]",1,11,-0.7605022831050229,8760
"[1, 1, 6, 12]",1,10,-0.7654109589041096,8760
"[1, 1, 6, 12]",1,6,-1.174771689497717,8760
"[1, 1, 6, 12]",1,5,-1.209931506849315,8760
"[1, 1, 6, 12]",1,2,-1.474200913242009,8760
"[1, 1, 6, 12]",1,3,-1.5265981735159817,8760
"[1, 1, 6, 6]",1,1,-0.02564102564102564,39
"[1, 1, 6, 6]",1,14,-0.07692307692307693,39
"[1, 1, 6, 6]",1,11,-0.10256410256410256,39
"[1, 1, 6, 6]",1,13,-0.358974358974359,39
"[1, 1, 6, 6]",1,9,-0.41025641025641024,39
"[1, 1, 6, 6]",1,3,-0.4358974358974359,39
"[1, 1, 6, 6]",1,0,-0.8974358974358975,39
"[1, 1, 6, 6]",1,6,-0.8974358974358975,39
"[1, 1, 6, 6]",1,2,-1.205128205128205,39
"[1, 1, 6, 6]",1,12,-1.2820512820512822,39
"[1, 1, 6, 6]",1,4,-1.4102564102564104,39
"[1, 1, 6, 6]",1,5,-1.5384615384615385,39
"[1, 1, 6, 6]",1,8,-1.7179487179487178,39
