mano,posicion,mascara_idx,reward_promedio,n_visitas
"[1, 5, 11, 11]",1,0,-1.663894324853229,2044
"[1, 5, 11, 12]",1,9,1.403809365383016,12023
"[1, 5, 11, 12]",1,13,0.8776511685935291,12023
"[1, 5, 11, 12]",1,3,0.2417034018131914,12023
"[1, 5, 11, 12]",1,12,0.22548448806454297,12023
"[1, 5, 11, 12]",1,8,0.0653746984945521,12023
"[1, 5, 11, 12]",1,14,-0.032105131830657906,12023
"[1, 5, 11, 12]",1,7,-0.24586209764617817,12023
"[1, 5, 11, 12]",1,2,-0.2797970556433502,12023
"[1, 5, 11, 12]",1,6,-0.37145471180237877,12023
"[1, 5, 11, 12]",1,11,-0.6077518090326873,12023
"[1, 5, 11, 12]",1,10,-0.6546618980287782,12023
"[1, 5, 11, 12]",1,5,-0.7036513349413623,12023
"[1, 5, 11, 12]",1,4,-1.0597188721616901,12023
"[1, 5, 11, 12]",1,1,-1.4055560176328703,12023
"[1, 5, 11, 12]",1,0,-1.4863178907094734,12023
"[1, 5, 12, 12]",1,9,3.1738571690838993,5447
"[1, 5, 12, 12]",1,3,2.2136956122636313,5447
"[1, 5, 12, 12]",1,2,2.053423903065908,5447
"[1, 5, 12, 12]",1,13,0.8678171470534239,5447
"[1, 5, 12, 12]",1,12,0.8287130530567285,5447
"[1, 5, 12, 12]",1,6,-0.024049935744446485,5447
"[1, 5, 12, 12]",1,14,-0.06352120433266017,5447
"[1, 5, 12, 12]",1,8,-0.08041123554250046,5447
"[1, 5, 12, 12]",1,7,-0.3266017991554984,5447
"[1, 5, 12, 12]",1,5,-0.3295391958876446,5447
"[1, 5, 12, 12]",1,10,-0.6181384248210023,5447
"[1, 5, 12, 12]",1,11,-0.6842298512942905,5447
"[1, 5, 12, 12]",1,4,-1.0011015237745549,5447
"[1, 5, 12, 12]",1,0,-1.4205984945841748,5447
"[1, 5, 12, 12]",1,1,-1.4637415090875712,5447
"[1, 5, 5, 10]",1,13,0.5577707294970549,2207
"[1, 5, 5, 10]",1,14,-0.06751246035342093,2207
"[1, 5, 5, 10]",1,0,-0.34390575441776167,2207
"[1, 5, 5, 10]",1,9,-0.4725872224739465,2207
"[1, 5, 5, 10]",1,8,-0.5151789759855007,2207
"[1, 5, 5, 10]",1,6,-0.5464431354780245,2207
"[1, 5, 5, 10]",1,10,-0.701857725419121,2207
"[1, 5, 5, 10]",1,7,-0.7186225645672859,2207
"[1, 5, 5, 10]",1,12,-0.7254191209787041,2207
"[1, 5, 5, 10]",1,3,-0.7752605346624377,2207
"[1, 5, 5, 10]",1,11,-0.8522881739918441,2207
"[1, 5, 5, 10]",1,4,-1.388763026733122,2207
"[1, 5, 5, 10]",1,5,-1.4431354780244676,2207
"[1, 5, 5, 10]",1,2,-1.5111010421386497,2207
"[1, 5, 5, 10]",1,1,-1.574988672405981,2207
"[1, 5, 5, 11]",1,13,0.09857863365428703,2181
"[1, 5, 5, 11]",1,14,-0.333791838606144,2181
"[1, 5, 5, 11]",1,0,-0.35717560751948646,2181
"[1, 5, 5, 11]",1,9,-0.45667125171939477,2181
"[1, 5, 5, 11]",1,6,-0.6226501604768455,2181
"[1, 5, 5, 11]",1,10,-0.6735442457588262,2181
"[1, 5, 5, 11]",1,8,-0.749656121045392,2181
"[1, 5, 5, 11]",1,11,-0.7776249426868409,2181
"[1, 5, 5, 11]",1,7,-0.8386061439706557,2181
"[1, 5, 5, 11]",1,3,-0.8408986703347089,2181
"[1, 5, 5, 11]",1,12,-0.8789546079779917,2181
"[1, 5, 5, 11]",1,5,-1.3076570380559376,2181
"[1, 5, 5, 11]",1,4,-1.3736817973406694,2181
"[1, 5, 5, 11]",1,1,-1.646033929390188,2181
"[1, 5, 5, 11]",1,2,-1.8560293443374598,2181
"[1, 5, 5, 12]",1,13,0.9702745631949172,4407
"[1, 5, 5, 12]",1,9,-0.05536646244610846,4407
"[1, 5, 5, 12]",1,8,-0.10778307238484229,4407
"[1, 5, 5, 12]",1,14,-0.1479464488314046,4407
"[1, 5, 5, 12]",1,7,-0.2205582028590878,4407
"[1, 5, 5, 12]",1,0,-0.2988427501701838,4407
"[1, 5, 5, 12]",1,6,-0.43181302473337874,4407
"[1, 5, 5, 12]",1,3,-0.48649875198547765,4407
"[1, 5, 5, 12]",1,12,-0.6246879963694123,4407
"[1, 5, 5, 12]",1,10,-0.6358066712049013,4407
"[1, 5, 5, 12]",1,11,-0.7279328341275244,4407
"[1, 5, 5, 12]",1,5,-1.1896982073973223,4407
"[1, 5, 5, 12]",1,4,-1.2275924665305196,4407
"[1, 5, 5, 12]",1,2,-1.4570002269117313,4407
"[1, 5, 5, 12]",1,1,-1.516451100521897,4407
"[1, 5, 5, 5]",1,3,0.9528301886792453,106
"[1, 5, 5, 5]",1,13,0.05660377358490566,106
"[1, 5, 5, 5]",1,14,-0.2169811320754717,106
"[1, 5, 5, 5]",1,9,-0.44339622641509435,106
"[1, 5, 5, 5]",1,11,-0.4811320754716981,106
"[1, 5, 5, 5]",1,6,-0.5660377358490566,106
"[1, 5, 5, 5]",1,8,-0.6132075471698113,106
"[1, 5, 5, 5]",1,12,-0.7264150943396226,106
"[1, 5, 5, 5]",1,2,-0.7924528301886793,106
"[1, 5, 5, 5]",1,1,-0.9811320754716981,106
"[1, 5, 5, 5]",1,10,-1.1037735849056605,106
"[1, 5, 5, 5]",1,0,-1.1132075471698113,106
"[1, 5, 5, 5]",1,5,-1.4528301886792452,106
"[1, 5, 5, 5]",1,7,-1.509433962264151,106
"[1, 5, 5, 5]",1,4,-1.6132075471698113,106
"[1, 5, 5, 6]",1,14,-0.008849557522123894,1921
"[1, 5, 5, 6]",1,0,-0.28422696512233214,1921
"[1, 5, 5, 6]",1,13,-0.5596043727225404,1921
"[1, 5, 5, 6]",1,6,-0.6824570536179073,1921
"[1, 5, 5, 6]",1,10,-0.7730348776678813,1921
"[1, 5, 5, 6]",1,12,-0.7990629880270692,1921
"[1, 5, 5, 6]",1,3,-0.8282144716293597,1921
"[1, 5, 5, 6]",1,9,-0.84487246225924,1921
"[1, 5, 5, 6]",1,11,-0.8859968766267569,1921
"[1, 5, 5, 6]",1,8,-0.9770952628839146,1921
"[1, 5, 5, 6]",1,7,-1.3378448724622591,1921
"[1, 5, 5, 6]",1,4,-1.3633524206142633,1921
"[1, 5, 5, 6]",1,1,-1.5273295158771474,1921
"[1, 5, 5, 6]",1,5,-1.558042686100989,1921
"[1, 5, 5, 6]",1,2,-1.581988547631442,1921
"[1, 5, 5, 7]",1,14,-0.03968253968253968,2016
"[1, 5, 5, 7]",1,13,-0.28918650793650796,2016
"[1, 5, 5, 7]",1,0,-0.3219246031746032,2016
"[1, 5, 5, 7]",1,6,-0.4880952380952381,2016
"[1, 5, 5, 7]",1,10,-0.660218253968254,2016
"[1, 5, 5, 7]",1,11,-0.7232142857142857,2016
"[1, 5, 5, 7]",1,3,-0.7817460317460317,2016
"[1, 5, 5, 7]",1,12,-0.8586309523809523,2016
"[1, 5, 5, 7]",1,9,-0.9811507936507936,2016
"[1, 5, 5, 7]",1,8,-1.0466269841269842,2016
"[1, 5, 5, 7]",1,5,-1.3546626984126984,2016
"[1, 5, 5, 7]",1,7,-1.3933531746031746,2016
"[1, 5, 5, 7]",1,4,-1.4518849206349207,2016
"[1, 5, 5, 7]",1,2,-1.5426587301587302,2016
"[1, 5, 5, 7]",1,1,-1.6617063492063493,2016
"[1, 5, 6, 10]",1,13,0.20400066126632502,6049
"[1, 5, 6, 10]",1,14,-0.023309637956687057,6049
"[1, 5, 6, 10]",1,9,-0.2697966606050587,6049
"[1, 5, 6, 10]",1,3,-0.296908579930567,6049
"[1, 5, 6, 10]",1,12,-0.4385848900644735,6049
"[1, 5, 6, 10]",1,8,-0.5043808894032071,6049
"[1, 5, 6, 10]",1,10,-0.6672177219375103,6049
"[1, 5, 6, 10]",1,7,-0.6863944453628699,6049
"[1, 5, 6, 10]",1,11,-0.7242519424698297,6049
"[1, 5, 6, 10]",1,6,-0.973549346999504,6049
"[1, 5, 6, 10]",1,4,-1.1904447016035709,6049
"[1, 5, 6, 10]",1,5,-1.2754174243676641,6049
"[1, 5, 6, 10]",1,0,-1.4524714828897338,6049
"[1, 5, 6, 10]",1,2,-1.5045462059844603,6049
"[1, 5, 6, 10]",1,1,-1.5319887584724747,6049
"[1, 5, 6, 11]",1,13,0.19857686579513487,6043
"[1, 5, 6, 11]",1,14,-0.055932483865629656,6043
"[1, 5, 6, 11]",1,9,-0.22273705113354295,6043
"[1, 5, 6, 11]",1,3,-0.4305808373324508,6043
"[1, 5, 6, 11]",1,12,-0.515472447459871,6043
"[1, 5, 6, 11]",1,8,-0.5624689723647195,6043
"[1, 5, 6, 11]",1,10,-0.5940757901704451,6043
"[1, 5, 6, 11]",1,11,-0.7992718848254179,6043
"[1, 5, 6, 11]",1,7,-0.8221082243918584,6043
"[1, 5, 6, 11]",1,6,-0.9089856031772299,6043
"[1, 5, 6, 11]",1,5,-1.2131391692867781,6043
"[1, 5, 6, 11]",1,4,-1.2948866457057753,6043
"[1, 5, 6, 11]",1,0,-1.3612444150256495,6043
"[1, 5, 6, 11]",1,2,-1.5644547410226708,6043
"[1, 5, 6, 11]",1,1,-1.6256826079761708,6043
"[1, 5, 6, 12]",1,13,0.9613550004042364,12369
"[1, 5, 6, 12]",1,9,0.1853019645888916,12369
"[1, 5, 6, 12]",1,8,-0.07397526073247636,12369
"[1, 5, 6, 12]",1,14,-0.07826016654539575,12369
"[1, 5, 6, 12]",1,7,-0.23138491389764734,12369
"[1, 5, 6, 12]",1,3,-0.2674428005497615,12369
"[1, 5, 6, 12]",1,12,-0.5414342307381357,12369
"[1, 5, 6, 12]",1,10,-0.6665049721076886,12369
"[1, 5, 6, 12]",1,11,-0.692376101544183,12369
"[1, 5, 6, 12]",1,6,-0.805077209151912,12369
"[1, 5, 6, 12]",1,4,-1.1723663998706444,12369
"[1, 5, 6, 12]",1,5,-1.2644514512086669,12369
"[1, 5, 6, 12]",1,0,-1.3799822135985125,12369
"[1, 5, 6, 12]",1,2,-1.5176651305683564,12369
"[1, 5, 6, 12]",1,1,-1.5218691891017868,12369
"[1, 5, 6, 6]",1,14,0.01251303441084463,1918
"[1, 5, 6, 6]",1,9,-0.07768508863399375,1918
"[1, 5, 6, 6]",1,2,-0.4410844629822732,1918
"[1, 5, 6, 6]",1,13,-0.6517205422314911,1918
"[1, 5, 6, 6]",1,11,-0.7565172054223149,1918
"[1, 5, 6, 6]",1,3,-0.794577685088634,1918
"[1, 5, 6, 6]",1,6,-0.7966631908237748,1918
"[1, 5, 6, 6]",1,12,-0.8821689259645464,1918
"[1, 5, 6, 6]",1,10,-0.883733055265902,1918
"[1, 5, 6, 6]",1,8,-0.9051094890510949,1918
"[1, 5, 6, 6]",1,5,-1.302919708029197,1918
"[1, 5, 6, 6]",1,4,-1.3753910323253389,1918
"[1, 5, 6, 6]",1,0,-1.4713242961418145,1918
"[1, 5, 6, 6]",1,7,-1.516162669447341,1918
"[1, 5, 6, 6]",1,1,-1.6006256517205422,1918
"[1, 5, 6, 7]",1,14,-0.1774768353528154,5612
"[1, 5, 6, 7]",1,13,-0.4424447612259444,5612
"[1, 5, 6, 7]",1,12,-0.688168210976479,5612
"[1, 5, 6, 7]",1,11,-0.7218460441910193,5612
"[1, 5, 6, 7]",1,10,-0.8193157519600855,5612
"[1, 5, 6, 7]",1,6,-0.9260513186029936,5612
"[1, 5, 6, 7]",1,9,-0.9987526728439059,5612
"[1, 5, 6, 7]",1,8,-1.033856022808268,5612
"[1, 5, 6, 7]",1,7,-1.296863863150392,5612
"[1, 5, 6, 7]",1,4,-1.3136136849607982,5612
"[1, 5, 6, 7]",1,5,-1.348360655737705,5612
"[1, 5, 6, 7]",1,0,-1.526015680684248,5612
"[1, 5, 6, 7]",1,2,-1.5374198146828226,5612
"[1, 5, 6, 7]",1,3,-1.589807555238774,5612
"[1, 5, 6, 7]",1,1,-1.6650035637918745,5612
"[1, 5, 7, 10]",1,13,0.29725415070242656,6264
"[1, 5, 7, 10]",1,9,0.10616219667943806,6264
"[1, 5, 7, 10]",1,14,-0.14543422733077904,6264
"[1, 5, 7, 10]",1,12,-0.2980523627075351,6264
"[1, 5, 7, 10]",1,8,-0.352330779054917,6264
"[1, 5, 7, 10]",1,7,-0.5852490421455939,6264
"[1, 5, 7, 10]",1,3,-0.5873243933588761,6264
"[1, 5, 7, 10]",1,11,-0.6248403575989783,6264
"[1, 5, 7, 10]",1,10,-0.698595146871009,6264
"[1, 5, 7, 10]",1,6,-0.9431673052362708,6264
"[1, 5, 7, 10]",1,5,-1.123403575989783,6264
"[1, 5, 7, 10]",1,4,-1.1660280970625798,6264
"[1, 5, 7, 10]",1,2,-1.4610472541507025,6264
"[1, 5, 7, 10]",1,0,-1.503831417624521,6264
"[1, 5, 7, 10]",1,1,-1.609993614303959,6264
"[1, 5, 7, 11]",1,13,0.17869803416048985,6206
"[1, 5, 7, 11]",1,9,-0.06509829197550758,6206
"[1, 5, 7, 11]",1,14,-0.22300999033193683,6206
"[1, 5, 7, 11]",1,12,-0.4308733483725427,6206
"[1, 5, 7, 11]",1,8,-0.5252980986142443,6206
"[1, 5, 7, 11]",1,3,-0.6284241057041573,6206
"[1, 5, 7, 11]",1,10,-0.7605543022881083,6206
"[1, 5, 7, 11]",1,7,-0.764582661940058,6206
"[1, 5, 7, 11]",1,11,-0.7673219465033838,6206
"[1, 5, 7, 11]",1,6,-1.0341604898485337,6206
"[1, 5, 7, 11]",1,4,-1.2096358362874637,6206
"[1, 5, 7, 11]",1,5,-1.321946503383822,6206
"[1, 5, 7, 11]",1,0,-1.4970995810505963,6206
"[1, 5, 7, 11]",1,2,-1.5929745407669997,6206
"[1, 5, 7, 11]",1,1,-1.678053496616178,6206
"[1, 5, 7, 12]",1,13,1.0175829421592808,12569
"[1, 5, 7, 12]",1,9,0.5971835468215451,12569
"[1, 5, 7, 12]",1,8,0.005807940170260164,12569
"[1, 5, 7, 12]",1,14,-0.06699021401861724,12569
"[1, 5, 7, 12]",1,7,-0.22324767284589067,12569
"[1, 5, 7, 12]",1,12,-0.3327233670140823,12569
"[1, 5, 7, 12]",1,3,-0.5461850584772058,12569
"[1, 5, 7, 12]",1,11,-0.6458747712626303,12569
"[1, 5, 7, 12]",1,10,-0.6887580555334554,12569
"[1, 5, 7, 12]",1,6,-0.8415943989179728,12569
"[1, 5, 7, 12]",1,4,-1.086243933487151,12569
"[1, 5, 7, 12]",1,5,-1.0922905561301615,12569
"[1, 5, 7, 12]",1,0,-1.363433845174636,12569
"[1, 5, 7, 12]",1,2,-1.4505529477285384,12569
"[1, 5, 7, 12]",1,1,-1.4589863950990531,12569
"[1, 5, 7, 7]",1,9,0.11421319796954314,1970
"[1, 5, 7, 7]",1,14,-0.03705583756345178,1970
"[1, 5, 7, 7]",1,12,-0.3517766497461929,1970
"[1, 5, 7, 7]",1,2,-0.5365482233502538,1970
"[1, 5, 7, 7]",1,11,-0.5527918781725888,1970
"[1, 5, 7, 7]",1,3,-0.5695431472081218,1970
"[1, 5, 7, 7]",1,13,-0.6771573604060914,1970
"[1, 5, 7, 7]",1,10,-0.9482233502538071,1970
"[1, 5, 7, 7]",1,6,-0.9593908629441624,1970
"[1, 5, 7, 7]",1,8,-0.9898477157360406,1970
"[1, 5, 7, 7]",1,4,-1.3040609137055839,1970
"[1, 5, 7, 7]",1,5,-1.3385786802030457,1970
"[1, 5, 7, 7]",1,1,-1.4456852791878172,1970
"[1, 5, 7, 7]",1,7,-1.4532994923857867,1970
"[1, 5, 7, 7]",1,0,-1.616751269035533,1970
"[1, 6, 10, 10]",1,9,1.6066308243727598,2232
"[1, 6, 10, 10]",1,3,1.1729390681003584,2232
"[1, 6, 10, 10]",1,2,0.7374551971326165,2232
"[1, 6, 10, 10]",1,13,0.19937275985663083,2232
"[1, 6, 10, 10]",1,12,0.08915770609318996,2232
"[1, 6, 10, 10]",1,14,-0.19086021505376344,2232
"[1, 6, 10, 10]",1,6,-0.246415770609319,2232
"[1, 6, 10, 10]",1,8,-0.3064516129032258,2232
"[1, 6, 10, 10]",1,7,-0.5443548387096774,2232
"[1, 6, 10, 10]",1,11,-0.6411290322580645,2232
"[1, 6, 10, 10]",1,10,-0.7867383512544803,2232
"[1, 6, 10, 10]",1,5,-0.8315412186379928,2232
"[1, 6, 10, 10]",1,4,-1.2562724014336917,2232
"[1, 6, 10, 10]",1,0,-1.4520609318996416,2232
"[1, 6, 10, 10]",1,1,-1.4646057347670252,2232
"[1, 6, 10, 11]",1,9,0.8709119723382798,6941
"[1, 6, 10, 11]",1,3,0.44071459443884164,6941
"[1, 6, 10, 11]",1,12,0.31695721077654515,6941
"[1, 6, 10, 11]",1,13,0.27863420256447197,6941
"[1, 6, 10, 11]",1,6,-0.10358737934015272,6941
"[1, 6, 10, 11]",1,14,-0.12620659847284252,6941
"[1, 6, 10, 11]",1,2,-0.2588964126206598,6941
"[1, 6, 10, 11]",1,8,-0.2656677712145224,6941
"[1, 6, 10, 11]",1,11,-0.6366517792825241,6941
"[1, 6, 10, 11]",1,10,-0.6981702924650627,6941
"[1, 6, 10, 11]",1,5,-0.7498919464054171,6941
"[1, 6, 10, 11]",1,7,-0.7833165249963983,6941
"[1, 6, 10, 11]",1,4,-1.154444604523844,6941
"[1, 6, 10, 11]",1,0,-1.4935888200547471,6941
"[1, 6, 10, 11]",1,1,-1.5288863276184987,6941
"[1, 6, 10, 12]",1,9,1.3022626475231152,13303
"[1, 6, 10, 12]",1,13,0.900623919416673,13303
"[1, 6, 10, 12]",1,3,0.44268210178155304,13303
"[1, 6, 10, 12]",1,12,0.3545065022927159,13303
"[1, 6, 10, 12]",1,8,0.2346839058858904,13303
"[1, 6, 10, 12]",1,6,-0.15222130346538376,13303
"[1, 6, 10, 12]",1,14,-0.2033375930241299,13303
"[1, 6, 10, 12]",1,7,-0.2699391114786138,13303
"[1, 6, 10, 12]",1,2,-0.3187250996015936,13303
"[1, 6, 10, 12]",1,11,-0.5079305419830114,13303
"[1, 6, 10, 12]",1,5,-0.6689468540930618,13303
"[1, 6, 10, 12]",1,10,-0.6693227091633466,13303
"[1, 6, 10, 12]",1,4,-1.0544238141772533,13303
"[1, 6, 10, 12]",1,0,-1.3472900849432459,13303
"[1, 6, 10, 12]",1,1,-1.395023678869428,13303
"[1, 6, 11, 11]",1,9,1.589626933575978,2198
"[1, 6, 11, 11]",1,3,1.2629663330300274,2198
"[1, 6, 11, 11]",1,2,0.9299363057324841,2198
"[1, 6, 11, 11]",1,13,0.14058234758871702,2198
"[1, 6, 11, 11]",1,12,0.12829845313921748,2198
"[1, 6, 11, 11]",1,14,-0.13193812556869883,2198
"[1, 6, 11, 11]",1,6,-0.29253867151956325,2198
"[1, 6, 11, 11]",1,8,-0.3962693357597816,2198
"[1, 6, 11, 11]",1,11,-0.4463148316651501,2198
"[1, 6, 11, 11]",1,10,-0.5787079162875342,2198
"[1, 6, 11, 11]",1,7,-0.8557779799818016,2198
"[1, 6, 11, 11]",1,5,-1.110555050045496,2198
"[1, 6, 11, 11]",1,4,-1.1824385805277524,2198
"[1, 6, 11, 11]",1,0,-1.5150136487716106,2198
"[1, 6, 11, 11]",1,1,-1.521383075523203,2198
"[1, 6, 11, 12]",1,9,1.414167198468411,12536
"[1, 6, 11, 12]",1,13,1.0333439693682196,12536
"[1, 6, 11, 12]",1,3,0.4962507977026165,12536
"[1, 6, 11, 12]",1,12,0.23173261008296106,12536
"[1, 6, 11, 12]",1,8,0.21378430121250797,12536
"[1, 6, 11, 12]",1,6,-0.1536375239310785,12536
"[1, 6, 11, 12]",1,14,-0.17373962986598596,12536
"[1, 6, 11, 12]",1,7,-0.2398691767708998,12536
"[1, 6, 11, 12]",1,2,-0.32865347798340777,12536
"[1, 6, 11, 12]",1,11,-0.47590938098276964,12536
"[1, 6, 11, 12]",1,10,-0.5962029355456286,12536
"[1, 6, 11, 12]",1,5,-0.7856573069559668,12536
"[1, 6, 11, 12]",1,4,-1.0728302488832164,12536
"[1, 6, 11, 12]",1,1,-1.3676611359285258,12536
"[1, 6, 11, 12]",1,0,-1.4100989151244416,12536
"[1, 6, 12, 12]",1,9,3.1407504505980666,6103
"[1, 6, 12, 12]",1,3,2.6426347697853516,6103
"[1, 6, 12, 12]",1,2,1.9957398000983122,6103
"[1, 6, 12, 12]",1,13,0.890054071767983,6103
"[1, 6, 12, 12]",1,12,0.8094379813206619,6103
"[1, 6, 12, 12]",1,6,0.19613304932000655,6103
"[1, 6, 12, 12]",1,8,0.08176306734392921,6103
"[1, 6, 12, 12]",1,14,-0.08405702113714567,6103
"[1, 6, 12, 12]",1,5,-0.3103391774537113,6103
"[1, 6, 12, 12]",1,7,-0.33950516139603476,6103
"[1, 6, 12, 12]",1,11,-0.4895952810093397,6103
"[1, 6, 12, 12]",1,10,-0.6131410781582828,6103
"[1, 6, 12, 12]",1,4,-1.1220711125675897,6103
"[1, 6, 12, 12]",1,1,-1.3788300835654597,6103
"[1, 6, 12, 12]",1,0,-1.427494674750123,6103
"[1, 6, 6, 10]",1,3,0.2572837292693859,2231
"[1, 6, 6, 10]",1,13,0.14477812640071716,2231
"[1, 6, 6, 10]",1,6,-0.13895114298520841,2231
"[1, 6, 6, 10]",1,14,-0.16943074854325416,2231
"[1, 6, 6, 10]",1,0,-0.36351411922904525,2231
"[1, 6, 6, 10]",1,8,-0.37920215150156883,2231
"[1, 6, 6, 10]",1,9,-0.4119229045271179,2231
"[1, 6, 6, 10]",1,11,-0.7032720753025549,2231
"[1, 6, 6, 10]",1,12,-0.8556701030927835,2231
"[1, 6, 6, 10]",1,10,-0.8570147915732855,2231
"[1, 6, 6, 10]",1,7,-0.8879426266248319,2231
"[1, 6, 6, 10]",1,4,-1.2595248767368894,2231
"[1, 6, 6, 10]",1,5,-1.2684894666069026,2231
"[1, 6, 6, 10]",1,2,-1.4518153294486777,2231
"[1, 6, 6, 10]",1,1,-1.772747646795159,2231
"[1, 6, 6, 11]",1,13,0.24382577458464302,2227
"[1, 6, 6, 11]",1,3,0.09070498428378986,2227
"[1, 6, 6, 11]",1,8,-0.1122586439155815,2227
"[1, 6, 6, 11]",1,14,-0.11360574764256848,2227
"[1, 6, 6, 11]",1,6,-0.263134261338123,2227
"[1, 6, 6, 11]",1,0,-0.42523574315222273,2227
"[1, 6, 6, 11]",1,9,-0.4562191288729232,2227
"[1, 6, 6, 11]",1,12,-0.5963179164795689,2227
"[1, 6, 6, 11]",1,10,-0.6178715761113606,2227
"[1, 6, 6, 11]",1,11,-0.6546924113156714,2227
"[1, 6, 6, 11]",1,7,-0.7647058823529411,2227
"[1, 6, 6, 11]",1,4,-1.3080377189043557,2227
"[1, 6, 6, 11]",1,5,-1.3722496632240682,2227
"[1, 6, 6, 11]",1,1,-1.462954647507858,2227
"[1, 6, 6, 11]",1,2,-1.691513246519982,2227
"[1, 6, 6, 12]",1,13,1.0417597141581063,4478
"[1, 6, 6, 12]",1,3,0.5611880303707012,4478
"[1, 6, 6, 12]",1,9,0.16480571683787404,4478
"[1, 6, 6, 12]",1,8,0.15230013398838768,4478
"[1, 6, 6, 12]",1,6,0.03595355069227334,4478
"[1, 6, 6, 12]",1,14,-0.08798570790531487,4478
"[1, 6, 6, 12]",1,7,-0.20656543099598035,4478
"[1, 6, 6, 12]",1,0,-0.20835194283162126,4478
"[1, 6, 6, 12]",1,11,-0.5908887896382313,4478
"[1, 6, 6, 12]",1,12,-0.6158999553372041,4478
"[1, 6, 6, 12]",1,10,-0.6493970522554712,4478
"[1, 6, 6, 12]",1,4,-1.1853506029477445,4478
"[1, 6, 6, 12]",1,5,-1.1951764180437696,4478
"[1, 6, 6, 12]",1,2,-1.51004912907548,4478
"[1, 6, 6, 12]",1,1,-1.5692273336310854,4478
"[1, 6, 6, 6]",1,3,0.868421052631579,152
"[1, 6, 6, 6]",1,8,0.21052631578947367,152
"[1, 6, 6, 6]",1,2,0.17763157894736842,152
"[1, 6, 6, 6]",1,14,0.09210526315789473,152
"[1, 6, 6, 6]",1,9,-0.13157894736842105,152
"[1, 6, 6, 6]",1,6,-0.3684210526315789,152
"[1, 6, 6, 6]",1,13,-0.45394736842105265,152
"[1, 6, 6, 6]",1,1,-0.506578947368421,152
"[1, 6, 6, 6]",1,10,-0.506578947368421,152
"[1, 6, 6, 6]",1,0,-0.7763157894736842,152
"[1, 6, 6, 6]",1,12,-0.8223684210526315,152
"[1, 6, 6, 6]",1,4,-0.9736842105263158,152
"[1, 6, 6, 6]",1,11,-1.4144736842105263,152
"[1, 6, 6, 6]",1,7,-1.9671052631578947,152
"[1, 6, 6, 6]",1,5,-2.223684210526316,152
"[1, 6, 6, 7]",1,14,-0.18674698795180722,1992
"[1, 6, 6, 7]",1,6,-0.2560240963855422,1992
"[1, 6, 6, 7]",1,13,-0.4352409638554217,1992
"[1, 6, 6, 7]",1,0,-0.501004016064257,1992
"[1, 6, 6, 7]",1,11,-0.7133534136546185,1992
"[1, 6, 6, 7]",1,12,-0.7133534136546185,1992
"[1, 6, 6, 7]",1,10,-0.7881526104417671,1992
"[1, 6, 6, 7]",1,3,-0.8644578313253012,1992
"[1, 6, 6, 7]",1,9,-1.126004016064257,1992
"[1, 6, 6, 7]",1,8,-1.2259036144578312,1992
"[1, 6, 6, 7]",1,4,-1.3147590361445782,1992
"[1, 6, 6, 7]",1,7,-1.3498995983935742,1992
"[1, 6, 6, 7]",1,5,-1.5793172690763053,1992
"[1, 6, 6, 7]",1,2,-1.7018072289156627,1992
"[1, 6, 6, 7]",1,1,-1.713855421686747,1992
"[1, 6, 7, 10]",1,13,0.2518333593384303,6409
"[1, 6, 7, 10]",1,9,0.05258230613200187,6409
"[1, 6, 7, 10]",1,14,-0.11390232485567171,6409
"[1, 6, 7, 10]",1,8,-0.24231549383679202,6409
"[1, 6, 7, 10]",1,12,-0.32938055858948356,6409
"[1, 6, 7, 10]",1,11,-0.5046029021688251,6409
"[1, 6, 7, 10]",1,3,-0.5097519113746294,6409
"[1, 6, 7, 10]",1,7,-0.634420346387892,6409
"[1, 6, 7, 10]",1,10,-0.7388048057419254,6409
"[1, 6, 7, 10]",1,6,-0.881104696520518,6409
"[1, 6, 7, 10]",1,4,-1.1301295053830551,6409
"[1, 6, 7, 10]",1,5,-1.1463566859104384,6409
"[1, 6, 7, 10]",1,1,-1.4520205960368233,6409
"[1, 6, 7, 10]",1,0,-1.4877515993134653,6409
"[1, 6, 7, 10]",1,2,-1.535028865657669,6409
"[1, 6, 7, 11]",1,13,0.31005844355582896,6502
"[1, 6, 7, 11]",1,9,0.10981236542602277,6502
"[1, 6, 7, 11]",1,14,-0.15349123346662566,6502
"[1, 6, 7, 11]",1,8,-0.18132882190095356,6502
"[1, 6, 7, 11]",1,12,-0.33635804367886807,6502
"[1, 6, 7, 11]",1,11,-0.6158105198400492,6502
"[1, 6, 7, 11]",1,3,-0.6730236850199939,6502
"[1, 6, 7, 11]",1,10,-0.7949861581051983,6502
"[1, 6, 7, 11]",1,7,-0.8108274377114734,6502
"[1, 6, 7, 11]",1,6,-0.9798523531221163,6502
"[1, 6, 7, 11]",1,4,-1.2168563518917257,6502
"[1, 6, 7, 11]",1,5,-1.2380805905875116,6502
"[1, 6, 7, 11]",1,0,-1.49861581051984,6502
"[1, 6, 7, 11]",1,2,-1.6196554906182714,6502
"[1, 6, 7, 11]",1,1,-1.638726545678253,6502
"[1, 6, 7, 12]",1,13,0.9662560257096947,13069
"[1, 6, 7, 12]",1,9,0.5037875889509527,13069
"[1, 6, 7, 12]",1,8,0.23605478613512892,13069
"[1, 6, 7, 12]",1,14,-0.1508149055015686,13069
"[1, 6, 7, 12]",1,7,-0.17162751549468208,13069
