mano_f1,probabilidad_grande,probabilidad_chica,probabilidad_pares,probabilidad_juego,prob_rival_pares_condicionada,prob_rival_juego_condicionada,mano_norm,mano_f2,prob_grande,prob_chica,prob_pares,prob_juego,n_apariciones,mejora_pares,mejora_juego,mejora_grande,mejora_chica
"[4, 4, 5, 11]",0.0403,0.1033,0.3176,0.1192,0.8438,0.5167,"[4, 4, 5, 11]","[4, 4, 5, 11]",0.0,0.5,0.4375,0.3333333333333333,144,0.1199,0.21413333333333331,-0.0403,0.3967
"[4, 4, 6, 6]",0.0004,0.1055,0.9196,0.0287,0.8413,0.5497,"[4, 4, 6, 6]","[4, 4, 6, 6]",0.0,0.9166666666666666,0.9666666666666668,0.3,60,0.04706666666666681,0.2713,-0.0004,0.8111666666666666
"[4, 4, 6, 7]",0.0027,0.1083,0.3146,0.0393,0.8408,0.5508,"[4, 4, 6, 7]","[4, 4, 6, 7]",0.0,0.8029197080291971,0.5036496350364964,0.3211678832116788,137,0.1890496350364964,0.28186788321167877,-0.0027,0.6946197080291971
"[4, 4, 6, 10]",0.0113,0.1049,0.3134,0.1427,0.845,0.5173,"[4, 4, 6, 10]","[4, 4, 6, 10]",0.0,0.6758620689655173,0.4620689655172413,0.3310344827586207,145,0.1486689655172413,0.1883344827586207,-0.0113,0.5709620689655173
"[4, 4, 6, 11]",0.0473,0.0985,0.3131,0.1423,0.841,0.5102,"[4, 4, 6, 11]","[4, 4, 6, 11]",0.0,0.4853801169590643,0.3859649122807017,0.3099415204678362,171,0.07286491228070169,0.16764152046783617,-0.0473,0.3868801169590643
"[4, 4, 7, 7]",0.0046,0.0987,0.931,0.1,0.8449,0.5285,"[4, 4, 7, 7]","[4, 4, 7, 7]",0.0,0.7796610169491526,0.9322033898305084,0.2372881355932203,59,0.0012033898305083834,0.13728813559322028,-0.0046,0.6809610169491526
"[4, 4, 7, 10]",0.0168,0.0973,0.3101,0.183,0.8419,0.5067,"[4, 4, 7, 10]","[4, 4, 7, 10]",0.0,0.5974025974025974,0.4025974025974026,0.3571428571428571,154,0.09249740259740263,0.1741428571428571,-0.0168,0.5001025974025974
"[4, 4, 7, 11]",0.0546,0.0994,0.3217,0.1899,0.8391,0.5006,"[4, 4, 7, 11]","[4, 4, 7, 11]",0.0,0.425287356321839,0.4080459770114942,0.3505747126436782,174,0.08634597701149421,0.16067471264367816,-0.0546,0.325887356321839
"[4, 4, 10, 10]",0.0253,0.1006,0.9371,0.4583,0.841,0.4642,"[4, 4, 10, 10]","[4, 4, 10, 10]",0.0,0.6274509803921569,0.9019607843137256,0.4117647058823529,51,-0.03513921568627443,-0.046535294117647064,-0.0253,0.5268509803921568
"[4, 4, 10, 11]",0.0778,0.0994,0.324,0.465,0.8383,0.4588,"[4, 4, 10, 11]","[4, 4, 10, 11]",0.0058823529411764,0.3941176470588235,0.4705882352941176,0.4176470588235294,170,0.14658823529411757,-0.0473529411764706,-0.0719176470588236,0.29471764705882353
"[4, 4, 11, 11]",0.1002,0.1007,0.9468,0.45,0.8493,0.4741,"[4, 4, 11, 11]","[4, 4, 11, 11]",0.0317460317460317,0.1904761904761904,0.9365079365079364,0.5714285714285714,63,-0.010292063492063575,0.12142857142857139,-0.0684539682539683,0.08977619047619041
"[4, 5, 5, 5]",0.0,0.0932,0.8391,0.0218,0.8491,0.5578,"[4, 5, 5, 5]","[4, 5, 5, 5]",0.0,0.9230769230769232,0.8846153846153846,0.2307692307692307,26,0.045515384615384624,0.20896923076923068,0.0,0.8298769230769232
"[4, 5, 5, 6]",0.0003,0.09,0.3457,0.0301,0.837,0.5424,"[4, 5, 5, 6]","[4, 5, 5, 6]",0.0,0.9851851851851852,0.4296296296296296,0.2814814814814815,135,0.08392962962962958,0.2513814814814815,-0.0003,0.8951851851851852
"[4, 5, 5, 7]",0.0019,0.0951,0.3529,0.0393,0.8335,0.5344,"[4, 5, 5, 7]","[4, 5, 5, 7]",0.0,0.9243697478991596,0.4621848739495798,0.3193277310924369,119,0.10928487394957981,0.2800277310924369,-0.0019,0.8292697478991596
"[4, 5, 5, 10]",0.0101,0.0962,0.3431,0.1384,0.8341,0.5091,"[4, 5, 5, 10]","[4, 5, 5, 10]",0.0,0.7046979865771812,0.4966442953020134,0.3557046979865771,149,0.1535442953020134,0.21730469798657712,-0.0101,0.6084979865771812
"[4, 5, 5, 11]",0.0437,0.0911,0.3411,0.144,0.8356,0.4992,"[4, 5, 5, 11]","[4, 5, 5, 11]",0.0,0.5306122448979592,0.4693877551020408,0.3605442176870748,147,0.12828775510204077,0.2165442176870748,-0.0437,0.4395122448979592
"[4, 5, 6, 6]",0.0009,0.0919,0.3739,0.0414,0.8362,0.5401,"[4, 5, 6, 6]","[4, 5, 6, 6]",0.0,0.8592592592592593,0.5259259259259259,0.3407407407407407,135,0.1520259259259259,0.2993407407407407,-0.0009,0.7673592592592593
"[4, 5, 6, 7]",0.0024,0.0908,0.1621,0.095,0.8379,0.537,"[4, 5, 6, 7]","[4, 5, 6, 7]",0.0,0.825974025974026,0.3090909090909091,0.3428571428571428,385,0.1469909090909091,0.2478571428571428,-0.0024,0.735174025974026
"[4, 5, 6, 10]",0.0124,0.0871,0.166,0.2014,0.834,0.4998,"[4, 5, 6, 10]","[4, 5, 6, 10]",0.0,0.6226415094339622,0.3099730458221024,0.3557951482479784,371,0.14397304582210238,0.15439514824797843,-0.0124,0.5355415094339623
"[4, 5, 6, 11]",0.0472,0.0931,0.1615,0.208,0.8385,0.5033,"[4, 5, 6, 11]","[4, 5, 6, 11]",0.0047619047619047,0.4904761904761904,0.2809523809523809,0.3214285714285714,420,0.1194523809523809,0.1134285714285714,-0.0424380952380953,0.3973761904761904
"[4, 5, 7, 7]",0.0042,0.0853,0.4233,0.12,0.8426,0.5284,"[4, 5, 7, 7]","[4, 5, 7, 7]",0.0,0.7819548872180451,0.4285714285714285,0.3458646616541353,133,0.0052714285714284825,0.22586466165413532,-0.0042,0.696654887218045
"[4, 5, 7, 10]",0.0174,0.0789,0.1577,0.2744,0.8423,0.494,"[4, 5, 7, 10]","[4, 5, 7, 10]",0.0,0.6402116402116402,0.3465608465608465,0.3518518518518518,378,0.1888608465608465,0.07745185185185183,-0.0174,0.5613116402116403
"[4, 5, 7, 11]",0.0608,0.0804,0.1653,0.2705,0.8347,0.4846,"[4, 5, 7, 11]","[4, 5, 7, 11]",0.0,0.398876404494382,0.3146067415730337,0.3567415730337078,356,0.1493067415730337,0.08624157303370777,-0.0608,0.31847640449438197
"[4, 5, 10, 10]",0.0253,0.0751,0.4829,0.51,0.8387,0.447,"[4, 5, 10, 10]","[4, 5, 10, 10]",0.0,0.577922077922078,0.4935064935064935,0.5324675324675324,154,0.010606493506493508,0.022467532467532414,-0.0253,0.502822077922078
"[4, 5, 10, 11]",0.0811,0.0763,0.1645,0.4965,0.8355,0.4619,"[4, 5, 10, 11]","[4, 5, 10, 11]",0.018018018018018,0.3513513513513513,0.3085585585585585,0.5180180180180181,444,0.1440585585585585,0.02151801801801806,-0.063081981981982,0.2750513513513513
"[4, 5, 11, 11]",0.1079,0.0743,0.541,0.5065,0.8386,0.4529,"[4, 5, 11, 11]","[4, 5, 11, 11]",0.0289855072463768,0.2608695652173913,0.5434782608695652,0.5507246376811594,138,0.002478260869565152,0.04422463768115947,-0.0789144927536232,0.1865695652173913
"[4, 6, 6, 6]",0.0003,0.0644,0.8444,0.0919,0.8571,0.5351,"[4, 6, 6, 6]","[4, 6, 6, 6]",0.0,0.8846153846153846,0.9230769230769232,0.5769230769230769,26,0.0786769230769232,0.4850230769230769,-0.0003,0.8202153846153846
"[4, 6, 6, 7]",0.0038,0.0599,0.39,0.1179,0.8372,0.5248,"[4, 6, 6, 7]","[4, 6, 6, 7]",0.0,0.8407079646017699,0.3628318584070796,0.3008849557522124,113,-0.027168141592920414,0.1829849557522124,-0.0038,0.7808079646017699
"[4, 6, 6, 10]",0.0151,0.0664,0.3977,0.283,0.8407,0.4875,"[4, 6, 6, 10]","[4, 6, 6, 10]",0.0,0.6912751677852349,0.436241610738255,0.348993288590604,149,0.03854161073825502,0.06599328859060405,-0.0151,0.6248751677852349
"[4, 6, 6, 11]",0.0499,0.0645,0.3922,0.2853,0.8369,0.4947,"[4, 6, 6, 11]","[4, 6, 6, 11]",0.0132450331125827,0.4768211920529801,0.4701986754966887,0.4569536423841059,151,0.07799867549668871,0.1716536423841059,-0.0366549668874173,0.4123211920529801
"[4, 6, 7, 7]",0.0047,0.0644,0.4291,0.1389,0.8401,0.5166,"[4, 6, 7, 7]","[4, 6, 7, 7]",0.0,0.8656716417910447,0.5149253731343284,0.3582089552238806,134,0.08582537313432842,0.21930895522388058,-0.0047,0.8012716417910447
"[4, 6, 7, 10]",0.0211,0.0617,0.1624,0.3575,0.8376,0.4802,"[4, 6, 7, 10]","[4, 6, 7, 10]",0.0,0.6640826873385013,0.3074935400516795,0.4289405684754522,387,0.14509354005167951,0.07144056847545222,-0.0211,0.6023826873385013
"[4, 6, 7, 11]",0.0677,0.0597,0.1676,0.372,0.8324,0.4694,"[4, 6, 7, 11]","[4, 6, 7, 11]",0.009367681498829,0.3676814988290398,0.3302107728337236,0.4238875878220141,427,0.16261077283372358,0.05188758782201408,-0.058332318501170995,0.3079814988290398
"[4, 6, 10, 10]",0.0235,0.0578,0.484,0.5542,0.8423,0.4458,"[4, 6, 10, 10]","[4, 6, 10, 10]",0.0,0.6538461538461539,0.5576923076923077,0.5192307692307693,156,0.07369230769230772,-0.03496923076923075,-0.0235,0.5960461538461539
"[4, 6, 10, 11]",0.0838,0.0561,0.1646,0.556,0.8354,0.444,"[4, 6, 10, 11]","[4, 6, 10, 11]",0.0109649122807017,0.3201754385964912,0.2719298245614035,0.5570175438596491,456,0.10732982456140353,0.0010175438596490283,-0.0728350877192983,0.26407543859649124
"[4, 6, 11, 11]",0.0974,0.0575,0.5324,0.5423,0.8402,0.4577,"[4, 6, 11, 11]","[4, 6, 11, 11]",0.0220994475138121,0.2430939226519337,0.5193370165745856,0.5303867403314917,181,-0.013062983425414343,-0.011913259668508314,-0.0753005524861879,0.1855939226519337
"[4, 7, 7, 7]",0.0044,0.0506,0.8495,0.1922,0.8524,0.5061,"[4, 7, 7, 7]","[4, 7, 7, 7]",0.0,0.7083333333333334,0.7916666666666666,0.4166666666666667,24,-0.0578333333333334,0.22446666666666668,-0.0044,0.6577333333333334
"[4, 7, 7, 10]",0.0214,0.0499,0.4403,0.4395,0.8416,0.4805,"[4, 7, 7, 10]","[4, 7, 7, 10]",0.0114285714285714,0.56,0.4742857142857143,0.4571428571428571,175,0.033985714285714286,0.01764285714285707,-0.009971428571428598,0.5101
"[4, 7, 7, 11]",0.065,0.0479,0.4503,0.4454,0.8384,0.4685,"[4, 7, 7, 11]","[4, 7, 7, 11]",0.0,0.4424242424242424,0.4545454545454545,0.509090909090909,165,0.004245454545454497,0.06369090909090902,-0.065,0.3945242424242424
"[4, 7, 10, 10]",0.0265,0.049,0.4813,1.0,0.8383,0.4375,"[4, 7, 10, 10]","[4, 7, 10, 10]",0.0,0.5864197530864198,0.5864197530864198,0.6728395061728395,162,0.1051197530864198,-0.3271604938271605,-0.0265,0.5374197530864198
"[4, 7, 10, 11]",0.089,0.0498,0.1624,1.0,0.8376,0.4406,"[4, 7, 10, 11]","[4, 7, 10, 11]",0.0067415730337078,0.3370786516853932,0.3393258426966292,0.6,445,0.1769258426966292,-0.4,-0.0822584269662922,0.2872786516853932
"[4, 7, 11, 11]",0.1003,0.0472,0.5373,1.0,0.8452,0.4422,"[4, 7, 11, 11]","[4, 7, 11, 11]",0.0118343195266272,0.301775147928994,0.5502958579881657,0.6331360946745562,169,0.012995857988165715,-0.3668639053254438,-0.0884656804733728,0.254575147928994
"[4, 10, 10, 10]",0.0219,0.0458,0.857,0.6642,0.8462,0.4116,"[4, 10, 10, 10]","[4, 10, 10, 10]",0.0,0.6129032258064516,0.7096774193548387,0.6774193548387096,31,-0.14732258064516124,0.013219354838709618,-0.0219,0.5671032258064517
"[4, 10, 10, 11]",0.0946,0.0369,0.5133,0.6801,0.8351,0.3937,"[4, 10, 10, 11]","[4, 10, 10, 11]",0.0119760479041916,0.2934131736526946,0.5988023952095808,0.8263473053892215,167,0.0855023952095808,0.14624730538922148,-0.0826239520958084,0.2565131736526946
"[4, 10, 11, 11]",0.0997,0.0441,0.5384,0.6708,0.8391,0.4048,"[4, 10, 11, 11]","[4, 10, 11, 11]",0.0175438596491228,0.3333333333333333,0.5555555555555556,0.7777777777777778,171,0.01715555555555559,0.10697777777777784,-0.0821561403508772,0.28923333333333334
"[4, 11, 11, 11]",0.1009,0.0381,0.8636,0.6635,0.8474,0.4124,"[4, 11, 11, 11]","[4, 11, 11, 11]",0.032258064516129,0.2903225806451613,0.8709677419354839,0.7419354838709677,31,0.00736774193548384,0.07843548387096777,-0.06864193548387101,0.2522225806451613
"[5, 5, 5, 6]",0.0002,0.0255,0.8427,0.041,0.8462,0.5468,"[5, 5, 5, 6]","[5, 5, 5, 6]",0.0,1.0,0.8823529411764706,0.4117647058823529,17,0.03965294117647056,0.37076470588235294,-0.0002,0.9745
"[5, 5, 5, 7]",0.0019,0.0263,0.8508,0.092,0.8522,0.5302,"[5, 5, 5, 7]","[5, 5, 5, 7]",0.0,0.875,1.0,0.5625,16,0.1492,0.47050000000000003,-0.0019,0.8487
"[5, 5, 5, 10]",0.0105,0.0219,0.851,0.2258,0.8496,0.4916,"[5, 5, 5, 10]","[5, 5, 5, 10]",0.0,0.76,0.76,0.36,25,-0.09099999999999997,0.13419999999999999,-0.0105,0.7381
"[5, 5, 5, 11]",0.0415,0.0217,0.846,0.2259,0.8519,0.4908,"[5, 5, 5, 11]","[5, 5, 5, 11]",0.0,0.375,0.6875,0.375,16,-0.15849999999999997,0.1491,-0.0415,0.3533
"[5, 5, 6, 6]",0.0005,0.0241,0.9213,0.095,0.842,0.5412,"[5, 5, 6, 6]","[5, 5, 6, 6]",0.0,0.9183673469387756,0.9591836734693876,0.3673469387755102,49,0.03788367346938759,0.2723469387755102,-0.0005,0.8942673469387756
"[5, 5, 6, 7]",0.0024,0.0256,0.3666,0.1115,0.8426,0.5317,"[5, 5, 6, 7]","[5, 5, 6, 7]",0.0,0.8,0.45,0.2666666666666666,120,0.08340000000000003,0.15516666666666662,-0.0024,0.7744000000000001
"[5, 5, 6, 10]",0.0148,0.0236,0.3606,0.2655,0.8378,0.4879,"[5, 5, 6, 10]","[5, 5, 6, 10]",0.0,0.7054263565891473,0.4186046511627907,0.3953488372093023,129,0.058004651162790744,0.1298488372093023,-0.0148,0.6818263565891474
"[5, 5, 6, 11]",0.0493,0.0245,0.3611,0.2682,0.8419,0.4926,"[5, 5, 6, 11]","[5, 5, 6, 11]",0.0,0.4191176470588235,0.3897058823529412,0.3676470588235294,136,0.028605882352941203,0.09944705882352939,-0.0493,0.39461764705882346
"[5, 5, 7, 7]",0.0045,0.0233,0.9285,0.1453,0.8436,0.5104,"[5, 5, 7, 7]","[5, 5, 7, 7]",0.0,0.84,0.96,0.36,50,0.03149999999999997,0.21469999999999997,-0.0045,0.8167
"[5, 5, 7, 10]",0.0169,0.0238,0.3609,0.3566,0.8446,0.4857,"[5, 5, 7, 10]","[5, 5, 7, 10]",0.0,0.6666666666666666,0.4897959183673469,0.3605442176870748,147,0.12889591836734693,0.003944217687074814,-0.0169,0.6428666666666666
"[5, 5, 7, 11]",0.0617,0.0246,0.3668,0.36,0.844,0.479,"[5, 5, 7, 11]","[5, 5, 7, 11]",0.0,0.4113475177304964,0.4964539007092198,0.4042553191489361,141,0.12965390070921978,0.0442553191489361,-0.0617,0.38674751773049637
"[5, 5, 10, 10]",0.0249,0.0239,0.9396,0.5578,0.8498,0.4422,"[5, 5, 10, 10]","[5, 5, 10, 10]",0.0,0.6909090909090909,0.8727272727272727,0.3272727272727272,55,-0.0668727272727273,-0.23052727272727275,-0.0249,0.6670090909090909
"[5, 5, 10, 11]",0.0826,0.0222,0.358,0.5508,0.845,0.4492,"[5, 5, 10, 11]","[5, 5, 10, 11]",0.0062111801242236,0.3478260869565217,0.4720496894409938,0.5341614906832298,161,0.1140496894409938,-0.016638509316770134,-0.0763888198757764,0.3256260869565217
"[5, 5, 11, 11]",0.1013,0.0226,0.9458,0.5538,0.8507,0.4462,"[5, 5, 11, 11]","[5, 5, 11, 11]",0.0,0.3333333333333333,0.9130434782608696,0.4927536231884058,69,-0.03275652173913035,-0.06104637681159414,-0.1013,0.3107333333333333
"[5, 6, 6, 6]",0.0003,0.0222,0.8479,0.1176,0.8521,0.5321,"[5, 6, 6, 6]","[5, 6, 6, 6]",0.0,0.95,0.7,0.1,20,-0.14790000000000003,-0.01759999999999999,-0.0003,0.9278
"[5, 6, 6, 7]",0.0041,0.0201,0.4014,0.136,0.8348,0.5166,"[5, 6, 6, 7]","[5, 6, 6, 7]",0.0,0.8142857142857143,0.5,0.3071428571428571,140,0.09860000000000002,0.1711428571428571,-0.0041,0.7941857142857143
"[5, 6, 6, 10]",0.0134,0.0228,0.3847,0.334,0.8467,0.4951,"[5, 6, 6, 10]","[5, 6, 6, 10]",0.0,0.7283236994219653,0.4739884393063583,0.3988439306358382,173,0.08928843930635832,0.06484393063583815,-0.0134,0.7055236994219652
"[5, 6, 6, 11]",0.0522,0.0234,0.3909,0.3393,0.841,0.4823,"[5, 6, 6, 11]","[5, 6, 6, 11]",0.0072992700729927,0.4452554744525547,0.4817518248175182,0.3795620437956204,137,0.09085182481751819,0.04026204379562043,-0.044900729927007305,0.4218554744525547
"[5, 6, 7, 7]",0.0046,0.0197,0.4192,0.2135,0.8422,0.5065,"[5, 6, 7, 7]","[5, 6, 7, 7]",0.0,0.8082191780821918,0.4520547945205479,0.410958904109589,146,0.0328547945205479,0.19745890410958902,-0.0046,0.7885191780821917
"[5, 6, 7, 10]",0.0202,0.0217,0.1642,0.4454,0.8358,0.4784,"[5, 6, 7, 10]","[5, 6, 7, 10]",0.0024509803921568,0.6004901960784313,0.2941176470588235,0.4044117647058823,408,0.12991764705882347,-0.040988235294117714,-0.0177490196078432,0.5787901960784313
"[5, 6, 7, 11]",0.0655,0.0193,0.1632,0.4433,0.8368,0.4767,"[5, 6, 7, 11]","[5, 6, 7, 11]",0.0137362637362637,0.4340659340659341,0.3434065934065934,0.4615384615384615,364,0.1802065934065934,0.01823846153846148,-0.0517637362637363,0.4147659340659341
"[5, 6, 10, 10]",0.0241,0.0191,0.4785,1.0,0.8381,0.4389,"[5, 6, 10, 10]","[5, 6, 10, 10]",0.0,0.5894039735099338,0.4701986754966887,0.5960264900662252,151,-0.00830132450331128,-0.4039735099337748,-0.0241,0.5703039735099338
"[5, 6, 10, 11]",0.0845,0.0178,0.1699,1.0,0.8301,0.437,"[5, 6, 10, 11]","[5, 6, 10, 11]",0.013215859030837,0.3149779735682819,0.3017621145374449,0.6035242290748899,454,0.1318621145374449,-0.3964757709251101,-0.07128414096916301,0.2971779735682819
"[5, 6, 11, 11]",0.0998,0.0169,0.5317,1.0,0.838,0.4391,"[5, 6, 11, 11]","[5, 6, 11, 11]",0.0,0.253012048192771,0.6144578313253012,0.6144578313253012,166,0.08275783132530123,-0.3855421686746988,-0.0998,0.236112048192771
"[5, 7, 7, 7]",0.0033,0.0147,0.8526,0.2826,0.8476,0.4966,"[5, 7, 7, 7]","[5, 7, 7, 7]",0.0,0.9,0.85,0.4,20,-0.0026000000000000467,0.1174,-0.0033,0.8853
"[5, 7, 7, 10]",0.0246,0.0108,0.445,0.4863,0.844,0.4611,"[5, 7, 7, 10]","[5, 7, 7, 10]",0.0,0.6666666666666666,0.4591194968553459,0.4716981132075472,159,0.014119496855345914,-0.014601886792452834,-0.0246,0.6558666666666666
"[5, 7, 7, 11]",0.0651,0.0133,0.4458,0.4852,0.8399,0.4629,"[5, 7, 7, 11]","[5, 7, 7, 11]",0.0130718954248366,0.4379084967320261,0.477124183006536,0.5098039215686274,153,0.031324183006536,0.024603921568627396,-0.05202810457516341,0.4246084967320261
"[5, 7, 10, 10]",0.0239,0.0121,0.486,0.8318,0.8395,0.4308,"[5, 7, 10, 10]","[5, 7, 10, 10]",0.0,0.6073298429319371,0.5549738219895288,0.6963350785340314,191,0.06897382198952884,-0.13546492146596856,-0.0239,0.5952298429319371
"[5, 7, 10, 11]",0.0887,0.0139,0.1747,0.8323,0.8253,0.4225,"[5, 7, 10, 11]","[5, 7, 10, 11]",0.0209302325581395,0.3046511627906976,0.2953488372093023,0.6976744186046512,430,0.12064883720930228,-0.13462558139534886,-0.0677697674418605,0.29075116279069757
"[5, 7, 11, 11]",0.1036,0.0121,0.5451,0.8299,0.8366,0.4293,"[5, 7, 11, 11]","[5, 7, 11, 11]",0.0239520958083832,0.2874251497005988,0.6347305389221557,0.6946107784431138,167,0.08963053892215567,-0.13528922155688616,-0.0796479041916168,0.2753251497005988
"[5, 10, 10, 10]",0.0237,0.0098,0.8543,0.7175,0.8484,0.391,"[5, 10, 10, 10]","[5, 10, 10, 10]",0.0,0.64,0.96,0.76,25,0.10570000000000002,0.04249999999999998,-0.0237,0.6302
"[5, 10, 10, 11]",0.0913,0.0114,0.5006,0.714,0.8393,0.3986,"[5, 10, 10, 11]","[5, 10, 10, 11]",0.0058823529411764,0.3058823529411765,0.5470588235294118,0.9,170,0.046458823529411775,0.18600000000000005,-0.08541764705882361,0.2944823529411765
"[5, 10, 11, 11]",0.0989,0.0097,0.5357,0.7171,0.8413,0.3958,"[5, 10, 11, 11]","[5, 10, 11, 11]",0.0338983050847457,0.2598870056497175,0.5141242937853108,0.8361581920903954,177,-0.021575706214689183,0.11905819209039548,-0.0650016949152543,0.2501870056497175
"[5, 11, 11, 11]",0.0965,0.0075,0.8637,0.7183,0.8484,0.3909,"[5, 11, 11, 11]","[5, 11, 11, 11]",0.03125,0.3125,1.0,0.84375,32,0.13629999999999998,0.12544999999999995,-0.06525,0.305
"[6, 6, 6, 7]",0.0032,0.0048,0.845,0.2107,0.8477,0.5132,"[6, 6, 6, 7]","[6, 6, 6, 7]",0.0,0.8518518518518519,0.8518518518518519,0.3703703703703703,27,0.006851851851851887,0.1596703703703703,-0.0032,0.8470518518518518
"[6, 6, 6, 10]",0.0126,0.0039,0.8484,0.4463,0.8509,0.4795,"[6, 6, 6, 10]","[6, 6, 6, 10]",0.0,0.7916666666666666,0.7916666666666666,0.4166666666666667,24,-0.05673333333333341,-0.02963333333333329,-0.0126,0.7877666666666666
"[6, 6, 6, 11]",0.054,0.0046,0.8507,0.4413,0.8546,0.4803,"[6, 6, 6, 11]","[6, 6, 6, 11]",0.0,0.4285714285714285,0.8571428571428571,0.4285714285714285,28,0.0064428571428570836,-0.012728571428571533,-0.054,0.4239714285714285
"[6, 6, 7, 7]",0.003,0.0038,0.9278,0.2961,0.8461,0.5043,"[6, 6, 7, 7]","[6, 6, 7, 7]",0.0,0.8395061728395061,0.9135802469135802,0.4814814814814814,81,-0.014219753086419762,0.18538148148148142,-0.003,0.8357061728395061
"[6, 6, 7, 10]",0.0245,0.0033,0.4246,0.4895,0.8361,0.4695,"[6, 6, 7, 10]","[6, 6, 7, 10]",0.00625,0.5,0.51875,0.51875,160,0.09415000000000007,0.029250000000000054,-0.018250000000000002,0.4967
"[6, 6, 7, 11]",0.0671,0.0044,0.4158,0.4968,0.8366,0.4635,"[6, 6, 7, 11]","[6, 6, 7, 11]",0.0066666666666666,0.44,0.4533333333333333,0.5266666666666666,150,0.03753333333333331,0.029866666666666597,-0.06043333333333341,0.4356
"[6, 6, 10, 10]",0.0234,0.0032,0.9396,0.8299,0.8443,0.4344,"[6, 6, 10, 10]","[6, 6, 10, 10]",0.0,0.5675675675675675,0.918918918918919,0.6756756756756757,74,-0.02068108108108102,-0.1542243243243243,-0.0234,0.5643675675675676
"[6, 6, 10, 11]",0.0813,0.0033,0.4208,0.833,0.8387,0.4287,"[6, 6, 10, 11]","[6, 6, 10, 11]",0.0211640211640211,0.3756613756613756,0.4338624338624338,0.6613756613756614,189,0.013062433862433775,-0.17162433862433857,-0.0601359788359789,0.37236137566137556
"[6, 6, 11, 11]",0.095,0.0044,0.943,0.8373,0.8496,0.43,"[6, 6, 11, 11]","[6, 6, 11, 11]",0.0158730158730158,0.238095238095238,0.9365079365079364,0.6349206349206349,63,-0.006492063492063549,-0.20237936507936516,-0.0791269841269842,0.233695238095238
"[6, 7, 7, 7]",0.0038,0.0023,0.8517,0.3682,0.8487,0.4867,"[6, 7, 7, 7]","[6, 7, 7, 7]",0.0,0.9285714285714286,0.9642857142857144,0.4642857142857143,28,0.1125857142857144,0.09608571428571427,-0.0038,0.9262714285714286
"[6, 7, 7, 10]",0.0203,0.0037,0.4408,0.5364,0.8479,0.4636,"[6, 7, 7, 10]","[6, 7, 7, 10]",0.0066666666666666,0.4933333333333333,0.4866666666666667,0.5733333333333334,150,0.04586666666666667,0.036933333333333374,-0.013633333333333398,0.4896333333333333
"[6, 7, 7, 11]",0.0672,0.0034,0.4491,0.5448,0.8369,0.4552,"[6, 7, 7, 11]","[6, 7, 7, 11]",0.0068027210884353,0.4693877551020408,0.4081632653061224,0.4965986394557823,147,-0.0409367346938776,-0.04820136054421764,-0.0603972789115647,0.46598775510204077
"[6, 7, 10, 10]",0.026,0.0048,0.4718,0.6006,0.8406,0.4217,"[6, 7, 10, 10]","[6, 7, 10, 10]",0.0,0.6153846153846154,0.5,0.7371794871794872,156,0.028200000000000003,0.1365794871794872,-0.026,0.6105846153846154
"[6, 7, 10, 11]",0.0912,0.0028,0.1642,0.6033,0.8358,0.4179,"[6, 7, 10, 11]","[6, 7, 10, 11]",0.0128755364806866,0.2854077253218884,0.3390557939914163,0.7467811158798283,466,0.17485579399141626,0.14348111587982837,-0.07832446351931341,0.2826077253218884
"[6, 7, 11, 11]",0.1044,0.0033,0.5323,0.5998,0.8419,0.4234,"[6, 7, 11, 11]","[6, 7, 11, 11]",0.0317460317460317,0.3439153439153439,0.5396825396825397,0.7513227513227513,189,0.007382539682539657,0.15152275132275128,-0.0726539682539683,0.34061534391534387
"[6, 10, 10, 10]",0.0229,0.0017,0.8588,0.7499,0.8433,0.3862,"[6, 10, 10, 10]","[6, 10, 10, 10]",0.0,0.6764705882352942,0.8235294117647058,0.9117647058823528,34,-0.035270588235294165,0.1618647058823528,-0.0229,0.6747705882352941
"[6, 10, 10, 11]",0.0959,0.0017,0.507,0.7502,0.8418,0.3892,"[6, 10, 10, 11]","[6, 10, 10, 11]",0.0091324200913242,0.273972602739726,0.5525114155251142,0.908675799086758,219,0.045511415525114174,0.15847579908675802,-0.0867675799086758,0.27227260273972603
"[6, 10, 11, 11]",0.1035,0.0013,0.5352,0.7435,0.8357,0.3906,"[6, 10, 11, 11]","[6, 10, 11, 11]",0.0146341463414634,0.248780487804878,0.5756097560975609,0.9365853658536586,205,0.04040975609756092,0.19308536585365854,-0.0888658536585366,0.247480487804878
"[6, 11, 11, 11]",0.1047,0.0011,0.8597,0.7465,0.8497,0.3924,"[6, 11, 11, 11]","[6, 11, 11, 11]",0.0,0.1724137931034483,0.7586206896551724,0.896551724137931,29,-0.10107931034482764,0.150051724137931,-0.1047,0.1713137931034483
"[7, 7, 7, 10]",0.0195,0.0003,0.8579,1.0,0.8477,0.4499,"[7, 7, 7, 10]","[7, 7, 7, 10]",0.0,0.6666666666666666,0.8611111111111112,0.75,36,0.0032111111111111645,-0.25,-0.0195,0.6663666666666667
"[7, 7, 7, 11]",0.0648,0.0005,0.8545,1.0,0.8485,0.4449,"[7, 7, 7, 11]","[7, 7, 7, 11]",0.0,0.44,0.8,0.52,25,-0.05449999999999999,-0.48,-0.0648,0.4395
